id,name,nameDisplay,abv,ibu,availableId,styleId,isRetired,status,statusDisplay,createDate,updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,available.id,available.name,available.description,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,style.ogMax,year
0HZF08,Dark Swan,Dark Swan,8.7,,,40,N,verified,Verified,2016-11-16 14:12:16,2017-08-02 12:58:45,https://brewerydb-images.s3.amazonaws.com/beer/0HZF08/upload_YI7eU5-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/0HZF08/upload_YI7eU5-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/0HZF08/upload_YI7eU5-large.png,https://brewerydb-images.s3.amazonaws.com/beer/0HZF08/upload_YI7eU5-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/0HZF08/upload_YI7eU5-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/0HZF08/upload_YI7eU5-contentAwareLarge.png,,,,40,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Sour Ale,Sour,"American sour ales can be very light to black or take on the color of added fruits or other ingredients. There is no Brettanomyces character in this style of beer. Wood- and barrel-aged sour ales are classified elsewhere. If acidity is present it is usually in the form of lactic, acetic and other organic acids naturally developed with acidified malt in the mash or in fermentation by the use of various microorganisms including certain bacteria and yeasts. Acidic character can be a complex balance of several types of acid and characteristics of age. The evolution of natural acidity develops balanced complexity. Residual flavors that come from liquids previously aged in a barrel such as bourbon or sherry should not be present. Wood vessels may be used during the fermentation and aging process, but wood-derived flavors such as vanillin must not be present. In darker versions, roasted malt, caramel-like and chocolate-like characters should be subtle in both flavor and aroma. American sour may have evident full range of hop aroma and hop bitterness with a full range of body. Estery and fruity-ester characters are evident, sometimes moderate and sometimes intense, yet balanced. Diacetyl and sweet corn-like dimethylsulfide (DMS) should not be perceived. Chill haze, bacteria and yeast-induced haze are allowable at low to medium levels at any temperature. Fruited American-Style Sour Ales will exhibit fruit flavors in harmonious balance with other characters.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:28:32,,
24UMt9,Davey Murray's Best Scotch Ale,Davey Murray's Best Scotch Ale,9.5,52,,15,N,verified,Verified,2017-03-30 20:11:09,2017-03-30 20:11:09,,,,,,,,,,15,1,1,British Origin Ales,2012-03-21 20:06:45,Scotch Ale,Scotch Ale,"Scotch ales are overwhelmingly malty and full-bodied. Perception of hop bitterness is very low. Hop flavor and aroma are very low or nonexistent. Color ranges from deep copper to brown. The clean alcohol flavor balances the rich and dominant sweet maltiness in flavor and aroma. A caramel character is often a part of the profile. Dark roasted malt flavors and aroma may be evident at low levels. If present, fruity esters are generally at low aromatic and flavor levels. Low diacetyl levels are acceptable. Chill haze is allowable at cold temperatures. Though there is little evidence suggesting that traditionally made strong Scotch ales exhibited peat smoke character, the current marketplace offers many Scotch Ales with peat or smoke character present at low to medium levels. Thus a peaty/smoky character may be evident at low levels (ales with medium or higher smoke character would be considered a smoke flavored beer and considered in another category). Scotch Ales may be split into two subcategories: Traditional (no smoke character) and Peated (low level of peat smoke character).",25,35,6.2,8,15,30,1.072,1.016,1.028,2012-03-21 20:06:45,2015-04-07 15:21:11,,
qgR2pv,DayTime IPA,DayTime IPA,4,31,1.0,164,N,verified,Verified,2013-11-16 22:36:55,2020-05-04 16:14:36,https://brewerydb-images.s3.amazonaws.com/beer/qgR2pv/upload_UYvrBT-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/qgR2pv/upload_UYvrBT-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/qgR2pv/upload_UYvrBT-large.png,https://brewerydb-images.s3.amazonaws.com/beer/qgR2pv/upload_UYvrBT-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/qgR2pv/upload_UYvrBT-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/qgR2pv/upload_UYvrBT-contentAwareLarge.png,1.0,Year Round,Available year round as a staple beer.,164,3,3,North American Origin Ales,2012-03-21 20:06:45,Session India Pale Ale,Session IPA,"Session India Pale Ales are gold to copper. Chill haze is allowable at cold temperatures and hop haze is allowable at any temperature. Fruity-ester aroma is light to moderate. Hop aroma is medium to high with qualities from a wide variety of hops from all over the world. Low to medium maltiness is present. Hop flavor is strong, characterized by flavors from a wide variety of hops. Hop bitterness is medium to high. Fruity-ester flavors are low to moderate. Diacetyl is absent or at very low levels. Body is low to medium.",,,,,,,,,,2015-04-07 17:07:27,,,
gEUoCZ,Doppel Sticky,Doppel Sticky,7.7,66,5.0,55,N,verified,Verified,2015-09-29 13:49:22,2016-06-20 18:17:20,https://brewerydb-images.s3.amazonaws.com/beer/gEUoCZ/upload_BD5bn5-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/gEUoCZ/upload_BD5bn5-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/gEUoCZ/upload_BD5bn5-large.png,https://brewerydb-images.s3.amazonaws.com/beer/gEUoCZ/upload_BD5bn5-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/gEUoCZ/upload_BD5bn5-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/gEUoCZ/upload_BD5bn5-contentAwareLarge.png,5.0,Spring,Available during the spring months.,55,4,4,German Origin Ales,2012-03-21 20:06:46,German-Style Altbier,Altbier,"German-Style Altbiers are copper to dark brown ales, originally from the Düsseldorf area. No chill haze should be perceived. A variety of malts including wheat may be used to produce medium-low to medium malt aroma. Fruityester aroma can be low. No diacetyl aroma should be perceived. Hop aroma is low to medium. A variety of malts including wheat may be used to produce medium-low to medium level malty flavor. Hop flavor is low to medium. Hop bitterness is medium to very high (although the 25 to 35 IBU range is more normal for the majority of Altbiers from Düsseldorf). Fruity-ester flavors can be low. No diacetyl should be perceived. The overall impression is clean, crisp, and flavorful often with a dry finish. Body is medium.",25,52,4.3,5.5,11,19,1.044,1.008,1.014,2012-03-21 20:06:46,2015-04-07 17:08:31,,
CMvItN,Doppel Weizen,Doppel Weizen,8.5,,,48,N,verified,Verified,2012-01-17 13:09:28,2017-06-10 05:01:02,https://brewerydb-images.s3.amazonaws.com/beer/CMvItN/upload_zQYlUj-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/CMvItN/upload_zQYlUj-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/CMvItN/upload_zQYlUj-large.png,https://brewerydb-images.s3.amazonaws.com/beer/CMvItN/upload_zQYlUj-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/CMvItN/upload_zQYlUj-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/CMvItN/upload_zQYlUj-contentAwareLarge.png,,,,48,4,4,German Origin Ales,2012-03-21 20:06:46,South German-Style Hefeweizen / Hefeweissbier,Hefeweizen,"The aroma and flavor of a Weissbier with yeast is decidedly fruity and phenolic. The phenolic characteristics are often described as clove-, nutmeg-like, mildly smoke-like or even vanilla-like. Banana-like esters should be present at low to medium-high levels. These beers are made with at least 50 percent malted wheat, and hop rates are quite low. Hop flavor and aroma are absent or present at very low levels. Weissbier is well attenuated and very highly carbonated and a medium to full bodied beer. The color is very pale to pale amber. Because yeast is present, the beer will have yeast flavor and a characteristically fuller mouthfeel and may be appropriately very cloudy. No diacetyl should be perceived.",10,15,4.9,5.5,3,9,1.047,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:29:27,,
dFaMLe,Dry-Hopped Censored Ale,Dry-Hopped Censored Ale,6.7,,,125,N,verified,Verified,2018-03-04 15:14:44,2018-03-04 15:16:03,https://brewerydb-images.s3.amazonaws.com/beer/dFaMLe/upload_XOSrHC-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/dFaMLe/upload_XOSrHC-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/dFaMLe/upload_XOSrHC-large.png,https://brewerydb-images.s3.amazonaws.com/beer/dFaMLe/upload_XOSrHC-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/dFaMLe/upload_XOSrHC-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/dFaMLe/upload_XOSrHC-contentAwareLarge.png,,,,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,
DGhJbX,Equinox,Equinox,8.4,50,5.0,25,N,verified,Verified,2015-05-29 13:36:16,2016-05-27 20:11:12,https://brewerydb-images.s3.amazonaws.com/beer/DGhJbX/upload_WTxjAZ-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/DGhJbX/upload_WTxjAZ-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/DGhJbX/upload_WTxjAZ-large.png,https://brewerydb-images.s3.amazonaws.com/beer/DGhJbX/upload_WTxjAZ-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/DGhJbX/upload_WTxjAZ-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/DGhJbX/upload_WTxjAZ-contentAwareLarge.png,5.0,Spring,Available during the spring months.,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,
ebYlhO,Eroica,Eroica,7.4,10.8,,72,N,verified,Verified,2017-10-17 21:39:43,2017-10-17 21:39:44,,,,,,,,,,72,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,French & Belgian-Style Saison,Saison,"Beers in this category are golden to deep amber in color. There may be quite a variety of characters within this style. Generally: They are light to medium in body. Malt aroma is low to medium-low. Esters are medium to high in  aroma, while, complex alcohols, herbs, spices, low Brettanomyces character and even clove and smoke-like phenolics may or may not be evident in the overall balanced beer. Hop aroma and flavor may be at low to medium levels. Malt flavor is low but provides foundation for the overall balance. Hop bitterness is moderate to moderately assertive. Herb and/or spice flavors, including black pepper-like notes, may or may not be evident. Fruitiness from fermentation is generally in character. A balanced small amount of sour or acidic flavors is acceptable when in balance with other components. Earthy, cellar-like, musty aromas are okay. Diacetyl should not be perceived. Chill or slight yeast haze is okay. Often bottle conditioned with some yeast character and high carbonation. French & Belgian-Style Saison may have Brettanomyces characters that are slightly acidity, fruity, horsey, goaty and/or leather-like.",20,40,4.5,8.5,4,14,1.055,1.004,1.016,2012-03-21 20:06:46,2015-04-07 15:34:55,,
xXEmDi,Fandom Ale Fusion XXXIX,Fandom Ale Fusion XXXIX,5.5,50,,116,N,verified,Verified,2017-04-17 19:35:20,2020-02-19 00:54:47,,,,,,,,,,116,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,American-Style Wheat Beer,Wheat Ale,These beers can be fermented with either ale or lager yeast. The grist should include at least 30 percent malted wheat.,10,35,3.5,5.6,2,10,1.036,1.004,1.016,2012-03-21 20:06:46,2020-02-19 00:55:12,1.056,
CWqXDN,Fusion 16,Fusion 16,4.8,54,,108,N,verified,Verified,2018-05-10 23:45:27,2018-06-13 20:34:03,https://brewerydb-images.s3.amazonaws.com/beer/CWqXDN/upload_nqSKlA-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/CWqXDN/upload_nqSKlA-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/CWqXDN/upload_nqSKlA-large.png,https://brewerydb-images.s3.amazonaws.com/beer/CWqXDN/upload_nqSKlA-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/CWqXDN/upload_nqSKlA-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/CWqXDN/upload_nqSKlA-contentAwareLarge.png,,,,108,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Session Beer,Session,Any style of beer can be made lower in strength than described in the classic style guidelines. The goal should be to reach a balance between the style's character and the lower alcohol content. Drinkability is a character in the overall balance of these beers. Beers in this category must not exceed 4.1% alcohol by weight (5.1% alcohol by volume).,10,30,4,5.1,2,2,1.034,1.004,1.01,2012-03-21 20:06:46,2015-04-07 15:42:20,,
w7z0LS,Fusion 17,Fusion 17,5.5,,3.0,37,Y,verified,Verified,2014-01-10 17:11:07,2018-11-02 02:13:07,https://brewerydb-images.s3.amazonaws.com/beer/w7z0LS/upload_TxnQg0-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/w7z0LS/upload_TxnQg0-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/w7z0LS/upload_TxnQg0-large.png,https://brewerydb-images.s3.amazonaws.com/beer/w7z0LS/upload_TxnQg0-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/w7z0LS/upload_TxnQg0-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/w7z0LS/upload_TxnQg0-contentAwareLarge.png,3.0,Not Available,Beer is not currently available.,37,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Brown Ale,American Brown,"American brown ales range from deep copper to brown in color. Roasted malt caramel-like and chocolate-like characters should be of medium intensity in both flavor and aroma. American brown ales have evident low to medium hop flavor and aroma, medium to high hop bitterness, and a medium body. Estery and fruity-ester characters should be subdued. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",25,45,4,6.4,15,26,1.04,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:27:35,,
JoGCC1,Fusion 18,Fusion 18,10,,,34,N,verified,Verified,2014-01-10 17:09:22,2015-12-17 08:10:13,https://brewerydb-images.s3.amazonaws.com/beer/JoGCC1/upload_aKis9I-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/JoGCC1/upload_aKis9I-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/JoGCC1/upload_aKis9I-large.png,https://brewerydb-images.s3.amazonaws.com/beer/JoGCC1/upload_aKis9I-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/JoGCC1/upload_aKis9I-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/JoGCC1/upload_aKis9I-contentAwareLarge.png,,,,34,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,"American style barley wines range from amber to deep copper-garnet in color and have a full body and high residual malty sweetness. Complexity of alcohols and fruity-ester characters are often high and counterbalanced by assertive bitterness and extraordinary alcohol content. Hop aroma and flavor are at medium to very high levels. American type hops are often used but not necessary for this style. Very low levels of diacetyl may be acceptable. A caramel and/or toffee aroma and flavor are often part of the character. Characters indicating oxidation, such as vinous (sometimes sherry-like) aromas and/or flavors, are not generally acceptable in American-style Barley Wine Ale, however if a low level of age-induced oxidation character harmonizes and enhances the overall experience this can be regarded favorably. Chill haze is allowable at cold temperatures.",60,100,8.4,12,11,22,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,,
hy7HsS,Fusion 20,Fusion 20,9,,,31,N,verified,Verified,2014-03-04 12:59:13,2015-12-17 10:42:36,https://brewerydb-images.s3.amazonaws.com/beer/hy7HsS/upload_jk2e1O-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/hy7HsS/upload_jk2e1O-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/hy7HsS/upload_jk2e1O-large.png,https://brewerydb-images.s3.amazonaws.com/beer/hy7HsS/upload_jk2e1O-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/hy7HsS/upload_jk2e1O-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/hy7HsS/upload_jk2e1O-contentAwareLarge.png,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,
HG1dy6,Fusion 21,Fusion 21,4.7,40,,30,N,verified,Verified,2018-05-10 20:59:50,2018-06-13 20:27:42,,,,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
uec7XF,Fusion 22,Fusion 22,7.8,,2.0,125,N,verified,Verified,2014-06-25 14:01:05,2015-12-17 14:59:26,https://brewerydb-images.s3.amazonaws.com/beer/uec7XF/upload_QhSUCb-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/uec7XF/upload_QhSUCb-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/uec7XF/upload_QhSUCb-large.png,https://brewerydb-images.s3.amazonaws.com/beer/uec7XF/upload_QhSUCb-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/uec7XF/upload_QhSUCb-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/uec7XF/upload_QhSUCb-contentAwareLarge.png,2.0,Limited,Limited availability.,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,
Cn8hSH,Fusion 23,Fusion 23,7,,,30,N,verified,Verified,2014-07-17 21:06:27,2015-12-17 16:01:06,https://brewerydb-images.s3.amazonaws.com/beer/Cn8hSH/upload_3ASGe6-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Cn8hSH/upload_3ASGe6-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Cn8hSH/upload_3ASGe6-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Cn8hSH/upload_3ASGe6-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Cn8hSH/upload_3ASGe6-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Cn8hSH/upload_3ASGe6-contentAwareLarge.png,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
LVghwn,Fusion 24,Fusion 24,5.7,,,32,N,verified,Verified,2014-10-21 18:52:13,2015-12-17 19:17:15,https://brewerydb-images.s3.amazonaws.com/beer/LVghwn/upload_wSMm5X-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/LVghwn/upload_wSMm5X-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/LVghwn/upload_wSMm5X-large.png,https://brewerydb-images.s3.amazonaws.com/beer/LVghwn/upload_wSMm5X-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/LVghwn/upload_wSMm5X-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/LVghwn/upload_wSMm5X-contentAwareLarge.png,,,,32,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",30,40,4.5,6,11,18,1.048,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:52,,
BZGnql,Fusion 26,Fusion 26,6.65,,,26,N,verified,Verified,2015-01-24 15:49:20,2015-12-17 21:35:31,https://brewerydb-images.s3.amazonaws.com/beer/BZGnql/upload_14AiIC-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/BZGnql/upload_14AiIC-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/BZGnql/upload_14AiIC-large.png,https://brewerydb-images.s3.amazonaws.com/beer/BZGnql/upload_14AiIC-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/BZGnql/upload_14AiIC-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/BZGnql/upload_14AiIC-contentAwareLarge.png,,,,26,3,3,North American Origin Ales,2012-03-21 20:06:45,"Fresh ""Wet"" Hop Ale",Wet Hop Ale,"Any style of ale can be made into a fresh hop or wet hop version. These ales are hopped predominantly with fresh (newly harvested and kilned) and/or undried (“wet”) hops. These beers will exhibit especially aromas and flavors of green, almost chlorophyll-like or other fresh hop characters, in harmony with the characters of the base style of the beer. These beers may be aged and enjoyed after the initial “fresh-hop” character diminishes. Unique character from “aged” fresh hop beers may emerge, but they have yet to be defined.",,,,,,,,,,2012-03-21 20:06:45,2015-04-07 15:25:25,,
5iehRZ,Fusion 30,Fusion 30,7.1,55,2.0,61,N,verified,Verified,2015-08-18 17:50:59,2015-08-18 18:08:04,,,,,,,2.0,Limited,Limited availability.,61,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Blonde Ale,Belgian Blonde,"Belgian-style blond ales are characterized by low yet evident hop bitterness, flavor, and sometimes aroma. Light to medium body and low malt aroma with a sweet, spiced and a low to medium fruity-ester character orchestrated in flavor and aroma. Sugar may be used to lighten perceived body. They are blonde to golden in color. Noble-type hops are commonly used. Low levels of phenolic spiciness from yeast byproducts may be perceived. Diacetyl should not be perceived. Acidic character should not be present. Chill haze is allowable at cold temperatures.",15,30,6,7.8,4,7,1.054,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:01,,
GXDZpo,Fusion 32,Fusion 32,7.5,,,30,N,verified,Verified,2015-10-12 16:11:52,2015-10-12 16:11:52,,,,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
cX0XkP,Fusion 34 Michiganja,Fusion 34 Michiganja,6.7,,,18,N,verified,Verified,2015-12-09 15:19:43,2015-12-09 15:19:43,,,,,,,,,,18,1,1,British Origin Ales,2012-03-21 20:06:45,Brown Porter,Brown Porter,"Brown porters are mid to dark brown (may have red tint) in color. No roast barley or strong burnt/black malt character should be perceived. Low to medium malt sweetness, caramel and chocolate is acceptable along with medium hop bitterness. This is a lightto medium-bodied beer. Fruity esters are acceptable. Hop flavor and aroma may vary from being negligible to medium in character.",20,30,4.5,6,20,35,1.04,1.006,1.014,2012-03-21 20:06:45,2015-04-07 15:21:43,,
