id,name,nameDisplay,abv,ibu,availableId,styleId,isRetired,status,statusDisplay,createDate,updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,available.id,available.name,available.description,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,style.ogMax,year
5E5wPf,Longshot Coffeehead Imperial Stout,Longshot Coffeehead Imperial Stout,7,22,2.0,43,N,verified,Verified,2017-07-18 13:19:30,2017-07-18 13:20:19,https://brewerydb-images.s3.amazonaws.com/beer/5E5wPf/upload_vi3hFc-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/5E5wPf/upload_vi3hFc-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/5E5wPf/upload_vi3hFc-large.png,https://brewerydb-images.s3.amazonaws.com/beer/5E5wPf/upload_vi3hFc-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/5E5wPf/upload_vi3hFc-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/5E5wPf/upload_vi3hFc-contentAwareLarge.png,2.0,Limited,Limited availability.,43,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50,80,7,12,40,40,1.08,1.02,1.03,2012-03-21 20:06:46,2015-04-07 15:28:49,,
OVmyqB,Longshot Elderberry Ale,Longshot Elderberry Ale,,,,119,N,verified,Verified,2012-01-03 02:43:38,2015-12-16 13:12:35,https://brewerydb-images.s3.amazonaws.com/beer/OVmyqB/upload_Ziy7Zj-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/OVmyqB/upload_Ziy7Zj-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/OVmyqB/upload_Ziy7Zj-large.png,https://brewerydb-images.s3.amazonaws.com/beer/OVmyqB/upload_Ziy7Zj-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/OVmyqB/upload_Ziy7Zj-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/OVmyqB/upload_Ziy7Zj-contentAwareLarge.png,,,,119,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Fruit Beer,Fruit Beer,"Fruit beers are any beers using fruit or fruit extracts as an adjunct in either, the mash, kettle, primary or secondary fermentation providing obvious (ranging from subtle to intense), yet harmonious, fruit qualities. Fruit qualities should not be overpowered by hop character. If a fruit (such as juniper berry) has an herbal or spice quality, it is more appropriate to consider it in the herb and spice beers category. Acidic bacterial (not wild yeast) fermentation characters may be evident (but not necessary) they would contribute to acidity and enhance fruity balance. Clear or hazy beer is acceptable in appearance. A statement by the brewer explaining what fruits are used is essential in order for fair assessment in competitions. If this beer is a classic style with fruit, the brewer should also specify the classic style.",5,70,2.5,12,5,50,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:21,,
0pVmzc,Longshot Ginger Ale,Longshot Ginger Ale,6,,,125,N,verified,Verified,2012-01-03 02:43:38,2015-12-16 14:45:34,https://brewerydb-images.s3.amazonaws.com/beer/0pVmzc/upload_GDDTfa-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/0pVmzc/upload_GDDTfa-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/0pVmzc/upload_GDDTfa-large.png,https://brewerydb-images.s3.amazonaws.com/beer/0pVmzc/upload_GDDTfa-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/0pVmzc/upload_GDDTfa-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/0pVmzc/upload_GDDTfa-contentAwareLarge.png,,,,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,
5rzbbU,Longshot Grätzer,Longshot Grätzer,4.4,,4.0,160,N,verified,Verified,2013-12-16 17:35:40,2017-04-04 17:54:32,https://brewerydb-images.s3.amazonaws.com/beer/5rzbbU/upload_cbiLim-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/5rzbbU/upload_cbiLim-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/5rzbbU/upload_cbiLim-large.png,https://brewerydb-images.s3.amazonaws.com/beer/5rzbbU/upload_cbiLim-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/5rzbbU/upload_cbiLim-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/5rzbbU/upload_cbiLim-contentAwareLarge.png,4.0,Seasonal,"Available at the same time of year, every year.",160,13,13,Other Origin,2013-08-10 12:44:20,Grodziskie,Grodziskie,"Grodziskies are straw to golden colored. Chill haze is allowable at cold temperatures. Aroma is dominated by oak smoke notes. Fruity-ester aroma can be low. Diacetyl and DMS aromas should not be perceived. Hop aroma is not perceived to very low European noble hop aroma notes. Distinctive character comes from 100% oak wood smoked wheat malt. Overall balance is a sessionably medium to medium-high assertively oak-smoky malt emphasized beer. Hop flavor is very low to low European noble hop flavor notes. Hop bitterness is medium-low to medium clean hop bitterness. Ale fermentation temperatures are managed to lend a crisp overall flavor impression. Low fruity-ester flavor may be present. Sourness, diacetyl, and DMS should not be perceived on the palate. Grodziskie (also known as Grätzer) is a Polish ale style. Historic versions were most often bottle conditioned to relatively high carbonation levels. Body is low to medium low.",15,25,2.1,2.9,3,6,1.028,1.006,1.01,2013-08-10 12:45:30,2015-04-07 17:11:41,1.036,
8okeuW,Longshot Hazelnut Brown,Longshot Hazelnut Brown,,,,37,N,verified,Verified,2012-01-03 02:43:38,2017-08-30 14:30:36,https://brewerydb-images.s3.amazonaws.com/beer/8okeuW/upload_zdB5Tg-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/8okeuW/upload_zdB5Tg-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/8okeuW/upload_zdB5Tg-large.png,https://brewerydb-images.s3.amazonaws.com/beer/8okeuW/upload_zdB5Tg-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/8okeuW/upload_zdB5Tg-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/8okeuW/upload_zdB5Tg-contentAwareLarge.png,,,,37,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Brown Ale,American Brown,"American brown ales range from deep copper to brown in color. Roasted malt caramel-like and chocolate-like characters should be of medium intensity in both flavor and aroma. American brown ales have evident low to medium hop flavor and aroma, medium to high hop bitterness, and a medium body. Estery and fruity-ester characters should be subdued. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",25,45,4,6.4,15,26,1.04,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:27:35,,
woqdmI,LongShot Mile High Barley Wine Ale,LongShot Mile High Barley Wine Ale,9.8,,,152,N,verified,Verified,2018-05-10 14:09:45,2018-06-06 14:50:59,,,,,,,,,,152,12,12,"Mead, Cider, & Perry",2012-03-21 20:06:46,Common Perry,Common Perry,"Mild. Medium to medium-sweet. Still to lightly sparkling. Only very slight acetification is acceptable. Mousiness, ropy/oily characters are serious faults.",,,5,7,,,1.05,1,1.02,2012-03-21 20:06:46,2015-04-07 15:48:54,1.06,
iQByOM,LongShot Old Ben Ale,LongShot Old Ben Ale,9,,,13,N,verified,Verified,2018-05-10 17:14:22,2018-06-12 19:57:50,,,,,,,,,,13,1,1,British Origin Ales,2012-03-21 20:06:45,Old Ale,Old Ale,"Dark amber to brown in color, old ales are medium to full bodied with a malty sweetness. Hop aroma should be minimal and flavor can vary from none to medium in character intensity. Fruity-ester flavors and aromas can contribute to the character of this ale. Bitterness should be minimal but evident and balanced with malt and/or caramel-like sweetness. Alcohol types can be varied and complex. A distinctive quality of these ales is that they undergo an aging process (often for years) on their yeast either in bulk storage or through conditioning in the bottle, which contributes to a rich, wine-like and often sweet oxidation character. Complex estery characters may also emerge. Some very low diacetyl character may be evident and acceptable. Wood aged characters such as vanillin and other woody characters are acceptable. Horsey, goaty, leathery and phenolic character evolved from Brettanomyces organisms and acidity may be present but should be at low levels and balanced with other flavors Residual flavors that come from liquids previously aged in a barrel such as bourbon or sherry should not be present. Chill haze is acceptable at low temperatures. (This style may often be split into two categories, strong and very strong. Brettanomyces organisms and acidic characters reflect historical character. Competition organizers may choose to distinguish these types of old ale from modern versions.)",30,65,6,9,12,30,1.058,1.014,1.03,2012-03-21 20:06:45,2015-04-07 15:21:03,,
iBEd0D,Longshot Pineapple IPA,Longshot Pineapple IPA,6,,2.0,30,N,verified,Verified,2014-05-20 21:46:50,2015-12-17 13:40:16,https://brewerydb-images.s3.amazonaws.com/beer/iBEd0D/upload_AacIh3-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/iBEd0D/upload_AacIh3-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/iBEd0D/upload_AacIh3-large.png,https://brewerydb-images.s3.amazonaws.com/beer/iBEd0D/upload_AacIh3-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/iBEd0D/upload_AacIh3-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/iBEd0D/upload_AacIh3-contentAwareLarge.png,2.0,Limited,Limited availability.,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
C93M6d,Longshot Smokehouse Rauchbier (Mathew Knott),Longshot Smokehouse Rauchbier (Mathew Knott),5,,,54,N,verified,Verified,2015-01-14 13:06:46,2015-12-17 19:39:21,https://brewerydb-images.s3.amazonaws.com/beer/C93M6d/upload_K8mKQw-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/C93M6d/upload_K8mKQw-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/C93M6d/upload_K8mKQw-large.png,https://brewerydb-images.s3.amazonaws.com/beer/C93M6d/upload_K8mKQw-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/C93M6d/upload_K8mKQw-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/C93M6d/upload_K8mKQw-contentAwareLarge.png,,,,54,4,4,German Origin Ales,2012-03-21 20:06:46,Bamberg-Style Weiss (Smoke) Rauchbier (Dunkel or Helles),Rauchbier,"Bamberg-style Weiss Rauchbier should have smoky characters that range from detectable to prevalent in the aroma and flavor. Smoke character is not harshly phenolic, but rather very smooth, almost rendering a perception of mild sweetness to this style of beer. The aroma and flavor of a Weissbier with yeast is decidedly fruity and phenolic. The phenolic characteristics are often described as clove- or nutmeg-like and can be smoky or even vanilla-like. Banana-like esters are often present. These beers are made with at least 50 percent malted wheat, and hop rates are quite low. Hop flavor and aroma are absent. Weissbier is well attenuated and very highly carbonated and a medium- to full-bodied beer. The color is very pale to very dark amber. Darker (dunkel) styles should have a detectable degree of roast malt in the balance without being robust in overall character. Because yeast is present, the beer will have yeast flavor and a characteristically fuller mouthfeel and may be appropriately very cloudy. No diacetyl should be perceived.",10,15,4.9,5.5,4,18,1.047,1.008,1.016,2012-03-21 20:06:46,2015-04-07 15:30:29,,
L3ZS3f,Longshot Sticke Ale,Longshot Sticke Ale,,,,55,N,verified,Verified,2012-01-03 02:43:38,2015-12-16 14:55:32,https://brewerydb-images.s3.amazonaws.com/beer/L3ZS3f/upload_qVYi0Z-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/L3ZS3f/upload_qVYi0Z-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/L3ZS3f/upload_qVYi0Z-large.png,https://brewerydb-images.s3.amazonaws.com/beer/L3ZS3f/upload_qVYi0Z-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/L3ZS3f/upload_qVYi0Z-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/L3ZS3f/upload_qVYi0Z-contentAwareLarge.png,,,,55,4,4,German Origin Ales,2012-03-21 20:06:46,German-Style Altbier,Altbier,"German-Style Altbiers are copper to dark brown ales, originally from the Düsseldorf area. No chill haze should be perceived. A variety of malts including wheat may be used to produce medium-low to medium malt aroma. Fruityester aroma can be low. No diacetyl aroma should be perceived. Hop aroma is low to medium. A variety of malts including wheat may be used to produce medium-low to medium level malty flavor. Hop flavor is low to medium. Hop bitterness is medium to very high (although the 25 to 35 IBU range is more normal for the majority of Altbiers from Düsseldorf). Fruity-ester flavors can be low. No diacetyl should be perceived. The overall impression is clean, crisp, and flavorful often with a dry finish. Body is medium.",25,52,4.3,5.5,11,19,1.044,1.008,1.014,2012-03-21 20:06:46,2015-04-07 17:08:31,,
ufzcjX,Longshot Wild Child,Longshot Wild Child,5.7,17,,40,N,verified,Verified,2017-05-25 13:29:28,2017-05-25 13:30:16,https://brewerydb-images.s3.amazonaws.com/beer/ufzcjX/upload_LVqeHG-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/ufzcjX/upload_LVqeHG-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/ufzcjX/upload_LVqeHG-large.png,https://brewerydb-images.s3.amazonaws.com/beer/ufzcjX/upload_LVqeHG-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/ufzcjX/upload_LVqeHG-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/ufzcjX/upload_LVqeHG-contentAwareLarge.png,,,,40,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Sour Ale,Sour,"American sour ales can be very light to black or take on the color of added fruits or other ingredients. There is no Brettanomyces character in this style of beer. Wood- and barrel-aged sour ales are classified elsewhere. If acidity is present it is usually in the form of lactic, acetic and other organic acids naturally developed with acidified malt in the mash or in fermentation by the use of various microorganisms including certain bacteria and yeasts. Acidic character can be a complex balance of several types of acid and characteristics of age. The evolution of natural acidity develops balanced complexity. Residual flavors that come from liquids previously aged in a barrel such as bourbon or sherry should not be present. Wood vessels may be used during the fermentation and aging process, but wood-derived flavors such as vanillin must not be present. In darker versions, roasted malt, caramel-like and chocolate-like characters should be subtle in both flavor and aroma. American sour may have evident full range of hop aroma and hop bitterness with a full range of body. Estery and fruity-ester characters are evident, sometimes moderate and sometimes intense, yet balanced. Diacetyl and sweet corn-like dimethylsulfide (DMS) should not be perceived. Chill haze, bacteria and yeast-induced haze are allowable at low to medium levels at any temperature. Fruited American-Style Sour Ales will exhibit fruit flavors in harmonious balance with other characters.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:28:32,,
b7z1PC,Longshot Zack Adams' Magnificent Seven,Longshot Zack Adams' Magnificent Seven,7.8,,,31,N,verified,Verified,2012-12-20 22:05:16,2015-12-16 21:02:26,https://brewerydb-images.s3.amazonaws.com/beer/b7z1PC/upload_f0Jlod-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/b7z1PC/upload_f0Jlod-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/b7z1PC/upload_f0Jlod-large.png,https://brewerydb-images.s3.amazonaws.com/beer/b7z1PC/upload_f0Jlod-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/b7z1PC/upload_f0Jlod-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/b7z1PC/upload_f0Jlod-contentAwareLarge.png,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,
Nkj5iw,Lychee Pear Pale Ale,Lychee Pear Pale Ale,6,25,,25,N,verified,Verified,2016-09-21 13:01:58,2016-09-21 13:04:30,,,,,,,,,,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,
w5JFfd,Maple Ale,Maple Ale,6.3,18,2.0,32,N,verified,Verified,2016-11-02 01:36:06,2019-06-28 14:51:28,https://brewerydb-images.s3.amazonaws.com/beer/w5JFfd/upload_XWUz47-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/w5JFfd/upload_XWUz47-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/w5JFfd/upload_XWUz47-large.png,https://brewerydb-images.s3.amazonaws.com/beer/w5JFfd/upload_XWUz47-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/w5JFfd/upload_XWUz47-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/w5JFfd/upload_XWUz47-contentAwareLarge.png,2.0,Limited,Limited availability.,32,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",30,40,4.5,6,11,18,1.048,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:52,,
RITo0v,Merry Maker,Merry Maker,9,25,,42,N,verified,Verified,2013-11-26 01:03:23,2018-06-04 19:19:28,https://brewerydb-images.s3.amazonaws.com/beer/RITo0v/upload_VRCN8r-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/RITo0v/upload_VRCN8r-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/RITo0v/upload_VRCN8r-large.png,https://brewerydb-images.s3.amazonaws.com/beer/RITo0v/upload_VRCN8r-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/RITo0v/upload_VRCN8r-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/RITo0v/upload_VRCN8r-contentAwareLarge.png,,,,42,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Stout,American Stout,"Initial low to medium malt sweetness with a degree of caramel, chocolate and/or roasted coffee flavor with a distinctive dryroasted bitterness in the finish. Coffee-like roasted barley and roasted malt aromas are prominent. Some slight roasted malt acidity is permissible and a medium- to full-bodied mouthfeel is appropriate. Hop bitterness may be moderate to high. Hop aroma and flavor is moderate to high, often with American citrus-type and/or resiny hop character. The perception of fruity esters is low. Roasted malt/barley astringency may be low but not excessive. Diacetyl (butterscotch) should be negligible or not perceived. Head retention is excellent.",35,60,5.7,8.8,40,40,1.05,1.01,1.022,2012-03-21 20:06:46,2015-04-07 15:28:43,,
XkWmmY,Mosaic IPA,Mosaic IPA,6,,,30,N,verified,Verified,2014-01-22 14:17:14,2015-12-17 09:16:47,https://brewerydb-images.s3.amazonaws.com/beer/XkWmmY/upload_WrviHe-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/XkWmmY/upload_WrviHe-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/XkWmmY/upload_WrviHe-large.png,https://brewerydb-images.s3.amazonaws.com/beer/XkWmmY/upload_WrviHe-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/XkWmmY/upload_WrviHe-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/XkWmmY/upload_WrviHe-contentAwareLarge.png,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
kCUCk4,Mr. Dooley's,Mr. Dooley's,,,,32,N,verified,Verified,2012-11-01 11:05:34,2015-12-16 20:27:11,https://brewerydb-images.s3.amazonaws.com/beer/kCUCk4/upload_BFx9qs-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/kCUCk4/upload_BFx9qs-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/kCUCk4/upload_BFx9qs-large.png,https://brewerydb-images.s3.amazonaws.com/beer/kCUCk4/upload_BFx9qs-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/kCUCk4/upload_BFx9qs-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/kCUCk4/upload_BFx9qs-contentAwareLarge.png,,,,32,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",30,40,4.5,6,11,18,1.048,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:52,,
tByYhP,New Albion Pale Ale,New Albion Pale Ale,6,,4.0,25,N,verified,Verified,2013-02-16 20:52:55,2015-12-17 01:15:24,https://brewerydb-images.s3.amazonaws.com/beer/tByYhP/upload_8nNKcc-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/tByYhP/upload_8nNKcc-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/tByYhP/upload_8nNKcc-large.png,https://brewerydb-images.s3.amazonaws.com/beer/tByYhP/upload_8nNKcc-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/tByYhP/upload_8nNKcc-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/tByYhP/upload_8nNKcc-contentAwareLarge.png,4.0,Seasonal,"Available at the same time of year, every year.",25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,
7JrH5j,New England IPA,New England IPA,6.8,35,,30,N,verified,Verified,2017-12-29 01:57:38,2018-09-04 14:14:52,https://brewerydb-images.s3.amazonaws.com/beer/7JrH5j/upload_YJ7kaA-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/7JrH5j/upload_YJ7kaA-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/7JrH5j/upload_YJ7kaA-large.png,https://brewerydb-images.s3.amazonaws.com/beer/7JrH5j/upload_YJ7kaA-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/7JrH5j/upload_YJ7kaA-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/7JrH5j/upload_YJ7kaA-contentAwareLarge.png,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,
