id,name,nameDisplay,abv,ibu,styleId,isRetired,status,statusDisplay,createDate,updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,availableId,available.id,available.name,available.description,year,style.ogMax,locationId,location.id,location.name,location.streetAddress,location.locality,location.postalCode,location.website,location.isPrimary,location.inPlanning,location.isClosed,location.openToPublic,location.locationType,location.locationTypeDisplay,location.countryIsoCode,location.status,location.statusDisplay,location.createDate,location.updateDate,location.country.isoCode,location.country.name,location.country.displayName,location.country.isoThree,location.country.numberCode,location.country.createDate,location.extendedAddress,location.region,location.phone,location.yearOpened
fF1DVj,Old Guardian Barley Wine,Old Guardian Barley Wine (2005),,,34,N,verified,Verified,2012-01-03 02:43:51,2019-02-21 16:21:58,,,,,,,34,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,"American style barley wines range from amber to deep copper-garnet in color and have a full body and high residual malty sweetness. Complexity of alcohols and fruity-ester characters are often high and counterbalanced by assertive bitterness and extraordinary alcohol content. Hop aroma and flavor are at medium to very high levels. American type hops are often used but not necessary for this style. Very low levels of diacetyl may be acceptable. A caramel and/or toffee aroma and flavor are often part of the character. Characters indicating oxidation, such as vinous (sometimes sherry-like) aromas and/or flavors, are not generally acceptable in American-style Barley Wine Ale, however if a low level of age-induced oxidation character harmonizes and enhances the overall experience this can be regarded favorably. Chill haze is allowable at cold temperatures.",60,100,8.4,12,11,22,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,,,,,2005.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S2n5TB,Old Guardian Barley Wine,Old Guardian Barley Wine (2003),9.91,,34,N,verified,Verified,2012-01-03 02:43:51,2019-02-21 16:29:06,,,,,,,34,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,"American style barley wines range from amber to deep copper-garnet in color and have a full body and high residual malty sweetness. Complexity of alcohols and fruity-ester characters are often high and counterbalanced by assertive bitterness and extraordinary alcohol content. Hop aroma and flavor are at medium to very high levels. American type hops are often used but not necessary for this style. Very low levels of diacetyl may be acceptable. A caramel and/or toffee aroma and flavor are often part of the character. Characters indicating oxidation, such as vinous (sometimes sherry-like) aromas and/or flavors, are not generally acceptable in American-style Barley Wine Ale, however if a low level of age-induced oxidation character harmonizes and enhances the overall experience this can be regarded favorably. Chill haze is allowable at cold temperatures.",60,100,8.4,12,11,22,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,,,,,2003.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mz6A8E,Old Guardian Barley Wine,Old Guardian Barley Wine,11.3,95,34,N,verified,Verified,2012-01-03 02:43:51,2018-03-26 19:50:24,https://brewerydb-images.s3.amazonaws.com/beer/Mz6A8E/upload_gG99Il-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Mz6A8E/upload_gG99Il-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Mz6A8E/upload_gG99Il-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Mz6A8E/upload_gG99Il-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Mz6A8E/upload_gG99Il-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Mz6A8E/upload_gG99Il-contentAwareLarge.png,34,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,"American style barley wines range from amber to deep copper-garnet in color and have a full body and high residual malty sweetness. Complexity of alcohols and fruity-ester characters are often high and counterbalanced by assertive bitterness and extraordinary alcohol content. Hop aroma and flavor are at medium to very high levels. American type hops are often used but not necessary for this style. Very low levels of diacetyl may be acceptable. A caramel and/or toffee aroma and flavor are often part of the character. Characters indicating oxidation, such as vinous (sometimes sherry-like) aromas and/or flavors, are not generally acceptable in American-style Barley Wine Ale, however if a low level of age-induced oxidation character harmonizes and enhances the overall experience this can be regarded favorably. Chill haze is allowable at cold temperatures.",60,100,8.4,12,11,22,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,4.0,4.0,Seasonal,"Available at the same time of year, every year.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
YtIiG5,Old Guardian Barley Wine Style Ale - Bourbon Barrel-Aged,Old Guardian Barley Wine Style Ale - Bourbon Barrel-Aged,11.2,,34,N,verified,Verified,2018-05-10 23:54:26,2018-06-12 18:09:30,,,,,,,34,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,"American style barley wines range from amber to deep copper-garnet in color and have a full body and high residual malty sweetness. Complexity of alcohols and fruity-ester characters are often high and counterbalanced by assertive bitterness and extraordinary alcohol content. Hop aroma and flavor are at medium to very high levels. American type hops are often used but not necessary for this style. Very low levels of diacetyl may be acceptable. A caramel and/or toffee aroma and flavor are often part of the character. Characters indicating oxidation, such as vinous (sometimes sherry-like) aromas and/or flavors, are not generally acceptable in American-style Barley Wine Ale, however if a low level of age-induced oxidation character harmonizes and enhances the overall experience this can be regarded favorably. Chill haze is allowable at cold temperatures.",60,100,8.4,12,11,22,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BLNZNP,Old Guardian Belgo,Old Guardian Belgo,12,85,34,Y,verified,Verified,2018-03-23 21:15:50,2018-11-02 02:13:07,,,,,,,34,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,"American style barley wines range from amber to deep copper-garnet in color and have a full body and high residual malty sweetness. Complexity of alcohols and fruity-ester characters are often high and counterbalanced by assertive bitterness and extraordinary alcohol content. Hop aroma and flavor are at medium to very high levels. American type hops are often used but not necessary for this style. Very low levels of diacetyl may be acceptable. A caramel and/or toffee aroma and flavor are often part of the character. Characters indicating oxidation, such as vinous (sometimes sherry-like) aromas and/or flavors, are not generally acceptable in American-style Barley Wine Ale, however if a low level of age-induced oxidation character harmonizes and enhances the overall experience this can be regarded favorably. Chill haze is allowable at cold temperatures.",60,100,8.4,12,11,22,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,3.0,3.0,Not Available,Beer is not currently available.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mavjg9,Old Guardian Dry Hopped,Old Guardian Dry Hopped (2016),11,75,34,N,verified,Verified,2016-02-26 21:15:33,2016-03-01 17:16:36,,,,,,,34,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,"American style barley wines range from amber to deep copper-garnet in color and have a full body and high residual malty sweetness. Complexity of alcohols and fruity-ester characters are often high and counterbalanced by assertive bitterness and extraordinary alcohol content. Hop aroma and flavor are at medium to very high levels. American type hops are often used but not necessary for this style. Very low levels of diacetyl may be acceptable. A caramel and/or toffee aroma and flavor are often part of the character. Characters indicating oxidation, such as vinous (sometimes sherry-like) aromas and/or flavors, are not generally acceptable in American-style Barley Wine Ale, however if a low level of age-induced oxidation character harmonizes and enhances the overall experience this can be regarded favorably. Chill haze is allowable at cold temperatures.",60,100,8.4,12,11,22,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,,,,,2016.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pwkvsq,Old Guardian Oak-Smoked,Old Guardian Oak-Smoked (2013),11.4,70,34,N,verified,Verified,2012-12-20 21:53:44,2015-12-16 23:06:18,https://brewerydb-images.s3.amazonaws.com/beer/Pwkvsq/upload_71jOgH-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/Pwkvsq/upload_71jOgH-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/Pwkvsq/upload_71jOgH-large.png,https://brewerydb-images.s3.amazonaws.com/beer/Pwkvsq/upload_71jOgH-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/Pwkvsq/upload_71jOgH-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/Pwkvsq/upload_71jOgH-contentAwareLarge.png,34,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Barley Wine Ale,American Barleywine,"American style barley wines range from amber to deep copper-garnet in color and have a full body and high residual malty sweetness. Complexity of alcohols and fruity-ester characters are often high and counterbalanced by assertive bitterness and extraordinary alcohol content. Hop aroma and flavor are at medium to very high levels. American type hops are often used but not necessary for this style. Very low levels of diacetyl may be acceptable. A caramel and/or toffee aroma and flavor are often part of the character. Characters indicating oxidation, such as vinous (sometimes sherry-like) aromas and/or flavors, are not generally acceptable in American-style Barley Wine Ale, however if a low level of age-induced oxidation character harmonizes and enhances the overall experience this can be regarded favorably. Chill haze is allowable at cold temperatures.",60,100,8.4,12,11,22,1.09,1.024,1.028,2012-03-21 20:06:46,2015-04-07 15:27:08,2.0,2.0,Limited,Limited availability.,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMosSJ,ParaXtranormal IPA,ParaXtranormal IPA,7.7,,172,N,verified,Verified,2018-10-11 18:47:30,2018-10-11 18:47:30,,,,,,,172,3,3,North American Origin Ales,2012-03-21 20:06:45,Juicy or Hazy India Pale Ale,Juicy or Hazy IPA,"Color: Straw to deep gold

Clarity: Low to very high degree of cloudiness is typical of these beers. Starch, yeast, hop, protein and/or other compounds contribute to a wide range of hazy appearance within this category.

Perceived Malt Aroma & Flavor: Low to low-medium malt aroma and flavor may be present

Perceived Hop Aroma & Flavor: Medium-high to very high hop aroma and flavor are present, with attributes typical of hops from any origin

Perceived Bitterness: Medium-low to medium

Fermentation Characteristics: Low to medium fruity-estery aroma and ﬂavor may be present, but are usually overwhelmed by hop fruitiness. Diacetyl should not be perceived.

Body: Medium-low to medium-high. Perceived silky or full mouthfeel may contribute to overall flavor profile.

Additional notes: Grist may include a small amount of oat, wheat or other adjuncts to promote haziness. Descriptors such as “juicy” are often used to describe the taste and aroma hop-derived attributes present in these beers.",50,70,6.3,7.5,4,7,1.06,1.008,1.016,2018-08-16 14:03:57,,,,,,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wXT4vz,Pataskala Red X IPA,Pataskala Red X IPA,7.3,70,33,N,verified,Verified,2016-02-02 04:22:35,2016-04-04 18:51:00,https://brewerydb-images.s3.amazonaws.com/beer/wXT4vz/upload_m8Nota-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/wXT4vz/upload_m8Nota-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/wXT4vz/upload_m8Nota-large.png,https://brewerydb-images.s3.amazonaws.com/beer/wXT4vz/upload_m8Nota-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/wXT4vz/upload_m8Nota-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/wXT4vz/upload_m8Nota-contentAwareLarge.png,33,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial Red Ale,Imperial Red,"Imperial Red Ales are deep amber to dark copper/reddish brown. A small amount of chill haze is allowable at cold temperatures. Fruity-ester aroma is medium. Hop aroma is intense, arising from any variety of hops. Medium to high caramel malt character is present. Hop flavor is intense, and balanced with other beer characters. They may use any variety of hops. Hop bitterness is intense. Alcohol content is very high and of notable character. Complex alcohol flavors may be evident. Fruity-ester flavors are medium. Diacetyl should not be perceived. Body is full.",55,85,7.9,10.5,10,15,1.08,1.02,1.028,2012-03-21 20:06:46,2015-04-07 17:05:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RxvMsF,Pineapple Picker,Pineapple Picker,7.1,,30,N,verified,Verified,2017-09-09 17:34:50,2017-11-10 21:08:15,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aye7FH,Points Unknown IPA,Points Unknown IPA,9.5,72,31,N,verified,Verified,2015-05-11 16:51:42,2015-12-18 02:15:12,https://brewerydb-images.s3.amazonaws.com/beer/aye7FH/upload_myTEb6-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/aye7FH/upload_myTEb6-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/aye7FH/upload_myTEb6-large.png,https://brewerydb-images.s3.amazonaws.com/beer/aye7FH/upload_myTEb6-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/aye7FH/upload_myTEb6-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/aye7FH/upload_myTEb6-contentAwareLarge.png,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mn1GIT,Punishment,Punishment (2013),12,,135,N,verified,Verified,2014-04-01 20:25:53,2020-02-19 01:02:39,https://brewerydb-images.s3.amazonaws.com/beer/mn1GIT/upload_tHgjEq-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/mn1GIT/upload_tHgjEq-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/mn1GIT/upload_tHgjEq-large.png,https://brewerydb-images.s3.amazonaws.com/beer/mn1GIT/upload_tHgjEq-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/mn1GIT/upload_tHgjEq-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/mn1GIT/upload_tHgjEq-contentAwareLarge.png,135,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Wood- and Barrel-Aged Strong Beer,BBL Aged Strong,"Any strong classic style or unique, experimental style of beer can be wood or barrel-aged for a period of time in a wooden barrel or in contact with wood. This beer is aged with the intention of imparting the particularly unique character of the wood and/or what has previously been in the barrel. New wood character can be characterized as a complex blend of vanillin and unique wood character but wood aged is not necessarily synonymous with imparting wood-flavors. Used sherry, rum, bourbon, scotch, port, wine and other barrels are often used, imparting complexity and uniqueness to beer. Ultimately a balance of flavor, aroma and mouthfeel are sought with the marriage of new beer with wood and/or barrel flavors. Primary character of the beer style may or may not be apparent. Sour wood-aged beer of any color is outlined in other categories. Beers in this style may or may not have Brettanomyces character. The brewer must explain the special nature of the beer to allow for accurate judging. Comments could include: type of wood used (new or old, oak or other wood type), type of barrel used (new, port/ whiskey/ wine/ sherry/ other), base beer style or achieved character. Beer entries not accompanied by this information will be at a disadvantage during judging.",,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:46:50,2.0,2.0,Limited,Limited availability.,2013.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s5v4FE,Punk In Drublic,Punk In Drublic,5.8,47,93,N,verified,Verified,2017-09-12 13:36:58,2017-09-12 18:44:12,https://brewerydb-images.s3.amazonaws.com/beer/s5v4FE/upload_X7aeyj-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/s5v4FE/upload_X7aeyj-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/s5v4FE/upload_X7aeyj-large.png,https://brewerydb-images.s3.amazonaws.com/beer/s5v4FE/upload_X7aeyj-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/s5v4FE/upload_X7aeyj-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/s5v4FE/upload_X7aeyj-contentAwareLarge.png,93,8,8,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,13,3.8,5,2,4,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tsu3C5,Quadrotriticale - Stochasticity Project,Quadrotriticale - Stochasticity Project,9.3,40,60,N,verified,Verified,2014-07-17 18:34:58,2015-12-17 15:07:56,https://brewerydb-images.s3.amazonaws.com/beer/tsu3C5/upload_E6xp9f-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/tsu3C5/upload_E6xp9f-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/tsu3C5/upload_E6xp9f-large.png,https://brewerydb-images.s3.amazonaws.com/beer/tsu3C5/upload_E6xp9f-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/tsu3C5/upload_E6xp9f-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/tsu3C5/upload_E6xp9f-contentAwareLarge.png,60,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Quadrupel,Belgian Quad,"Quadrupels or ""Quads"" are characterized by the immense presence of alcohol and balanced flavor, bitterness and aromas. Its color is deep amber to rich chestnut/garnet brown. Often characterized by a mousse-like dense, sometimes amber head will top off a properly poured and served quad. Complex fruity aroma and flavor emerge reminiscent of raisins, dates, figs, grapes, plums often accompanied with a hint of winy character. Caramel, dark sugar and malty sweet flavors and aromas can be intense, not cloying, while complementing fruitiness. Though well attenuated it usually has a full, creamy body. Hop characters do not dominate; low to low-medium bitterness is perceived. Perception of alcohol can be extreme. Clove-like phenolic flavor and aroma should not be evident. Chill haze is acceptable at low serving temperatures. Diacetyl and DMS should not be perceived. Well balanced with savoring/sipping drinkability. Oxidative character if evident in aged Quads should be mild and pleasant.",25,50,9,14,8,20,1.084,1.014,1.02,2012-03-21 20:06:46,2015-04-07 15:33:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IcyuVs,RBU Collaboration #2,RBU Collaboration #2,7,70,30,N,verified,Verified,2016-06-07 13:50:23,2016-06-07 14:11:49,,,,,,,30,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WCcrLW,Reason Be Damned,Reason Be Damned,8,,62,N,verified,Verified,2014-07-17 18:36:25,2015-12-17 15:59:13,https://brewerydb-images.s3.amazonaws.com/beer/WCcrLW/upload_91XzjE-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/WCcrLW/upload_91XzjE-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/WCcrLW/upload_91XzjE-large.png,https://brewerydb-images.s3.amazonaws.com/beer/WCcrLW/upload_91XzjE-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/WCcrLW/upload_91XzjE-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/WCcrLW/upload_91XzjE-contentAwareLarge.png,62,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,Belgian-Style Pale Ale,Belgian Pale,"Belgian-style pale ales are characterized by low but noticeable hop bitterness, flavor, and aroma. Light to medium body and low malt aroma are typical. They are light amber to deep amber in color. Noble-type hops are commonly used. Low to medium fruity esters are evident in aroma and flavor. Low levels of phenolic spiciness from yeast byproducts may be perceived. Low caramel or toasted malt flavor is okay. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",20,30,4,6,6,12,1.044,1.008,1.014,2012-03-21 20:06:46,2015-04-07 15:32:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0Gtm5b,Rick & Robbie's Spröcket Bier - Stone Spotlight Series,Rick & Robbie's Spröcket Bier - Stone Spotlight Series,5.4,40,45,N,verified,Verified,2014-05-20 17:50:39,2015-12-17 13:58:25,https://brewerydb-images.s3.amazonaws.com/beer/0Gtm5b/upload_v9ySLk-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/0Gtm5b/upload_v9ySLk-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/0Gtm5b/upload_v9ySLk-large.png,https://brewerydb-images.s3.amazonaws.com/beer/0Gtm5b/upload_v9ySLk-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/0Gtm5b/upload_v9ySLk-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/0Gtm5b/upload_v9ySLk-contentAwareLarge.png,45,4,4,German Origin Ales,2012-03-21 20:06:46,German-Style Kölsch / Köln-Style Kölsch,Kölsch,"Kölsch is warm fermented and aged at cold temperatures (German ale or alt-style beer). Kölsch is characterized by a golden to straw color and a slightly dry, subtly sweet softness on the palate, yet crisp. Good, dense head retention is desirable. Light pearapple-Riesling wine-like fruitiness may be apparent, but is not necessary for this style. Caramel character should not be evident. The body is light to medium-light. This beer has low hop flavor and aroma with medium bitterness. Wheat can be used in brewing this beer. Ale yeast is used for fermentation, though lager yeast is sometimes used in the bottle or final cold conditioning process. Fruity esters should be minimally perceived, if at all. Chill haze should be absent.",18,25,4.8,5.3,4,6,1.042,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:29:04,2.0,2.0,Limited,Limited availability.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z3T5rZ,Ripper,Ripper,5.7,40,25,N,verified,Verified,2017-01-09 13:51:41,2018-07-18 17:43:47,https://brewerydb-images.s3.amazonaws.com/beer/z3T5rZ/upload_IeuLKC-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/z3T5rZ/upload_IeuLKC-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/z3T5rZ/upload_IeuLKC-large.png,https://brewerydb-images.s3.amazonaws.com/beer/z3T5rZ/upload_IeuLKC-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/z3T5rZ/upload_IeuLKC-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/z3T5rZ/upload_IeuLKC-contentAwareLarge.png,25,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,2012-03-21 20:06:45,2015-04-07 15:25:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
v5GjTd,Royale Imperial Saison Du Buff,Royale Imperial Saison Du Buff,10,,72,N,verified,Verified,2017-12-06 16:06:05,2017-12-06 16:09:29,,,,,,,72,5,5,Belgian And French Origin Ales,2012-03-21 20:06:46,French & Belgian-Style Saison,Saison,"Beers in this category are golden to deep amber in color. There may be quite a variety of characters within this style. Generally: They are light to medium in body. Malt aroma is low to medium-low. Esters are medium to high in  aroma, while, complex alcohols, herbs, spices, low Brettanomyces character and even clove and smoke-like phenolics may or may not be evident in the overall balanced beer. Hop aroma and flavor may be at low to medium levels. Malt flavor is low but provides foundation for the overall balance. Hop bitterness is moderate to moderately assertive. Herb and/or spice flavors, including black pepper-like notes, may or may not be evident. Fruitiness from fermentation is generally in character. A balanced small amount of sour or acidic flavors is acceptable when in balance with other components. Earthy, cellar-like, musty aromas are okay. Diacetyl should not be perceived. Chill or slight yeast haze is okay. Often bottle conditioned with some yeast character and high carbonation. French & Belgian-Style Saison may have Brettanomyces characters that are slightly acidity, fruity, horsey, goaty and/or leather-like.",20,40,4.5,8.5,4,14,1.055,1.004,1.016,2012-03-21 20:06:46,2015-04-07 15:34:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4v1U5Z,"Ruination 2.0 W/ Mango, Chipotle, & American Oak","Ruination 2.0 W/ Mango, Chipotle, & American Oak",8.5,,31,N,verified,Verified,2016-09-07 20:37:41,2016-09-12 19:57:53,,,,,,,31,3,3,North American Origin Ales,2012-03-21 20:06:45,Imperial or Double India Pale Ale,Imperial IPA,"Imperial or Double India Pale Ales have intense hop bitterness, flavor and aroma. Alcohol content is medium-high to high and notably evident. They range from deep golden to medium copper in color. The style may use any variety of hops. Though the hop character is intense it's balanced with complex alcohol flavors, moderate to high fruity esters and medium to high malt character. Hop character should be fresh and lively and should not be harsh in quality. The use of large amounts of hops may cause a degree of appropriate hop haze. Imperial or Double India Pale Ales have medium-high to full body. Diacetyl should not be perceived. The intention of this style of beer is to exhibit the fresh and bright character of hops. Oxidative character and aged character should not be present.",65,100,7.5,10.5,5,13,1.075,1.012,1.02,2012-03-21 20:06:45,2015-04-07 15:26:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
