id,name,nameDisplay,abv,isRetired,createDate,updateDate,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,style.ogMax,ibu,available.name,available.description,Brewery,year,style.category.description,style.category.updateDate,Average ABV,Average IBU
w1ndc4,Samuel Adams Alpine Spring,Samuel Adams Alpine Spring,5.5,N,2/12/12 23:54,12/16/15 15:46,European-germanic Lager,3/21/12 20:06,Münchner (Munich)-Style Helles,Helles,"This beer should be perceived as having low bitterness. It is a medium-bodied, malt-emphasized beer with malt character often balanced with low levels of yeast produced sulfur compounds (character). Certain renditions of this beer style have  a perceivable level of hop flavor (note: hop flavor does not imply hop bitterness) and character but it is essentially balanced with malt character to retain its style identity. Malt character is sometimes bread-like yet always reminiscent of freshly and very lightly toasted malted barley. There should not be any caramel character. Color is light straw to golden. Fruity esters and diacetyl should not be perceived. There should be no chill haze.",18,25,4.5,5.5,4,6,1.044,1.008,1.012,3/21/12 20:06,4/7/15 15:36,,19,Spring,Available during the spring months.,Boston Beer Company,,,,,
VI7Wez,Samuel Adams American Kriek,Samuel Adams American Kriek,7,N,1/3/12 2:44,12/11/19 5:04,Hybrid/mixed Beer,3/21/12 20:06,Wood- and Barrel-Aged Beer,BBL Aged,"A wood- or barrel-aged beer is any lager, ale or hybrid beer, either a traditional style or a unique experimental beer that has been aged for a period of time in a wooden barrel or in contact with wood. This beer is aged with the intention of imparting the particularly unique character of the wood and/or what has previously been in the barrel. New wood character can be characterized as a complex blend of vanillin and/or other unique wood character, but wood aged is not necessarily synonymous with imparting wood-flavors. Used sherry, rum, bourbon, scotch, port, wine and other barrels are often used, imparting complexity and uniqueness to beer. Ultimately a balance of flavor, aroma and mouthfeel are sought with the marriage of new beer with wood and/or barrel flavors. Beers in this style may or may not have Brettanomyces character. Brewers when entering this category should specify type of barrel and/or wood used and any other special treatment or ingredients used. Competition managers may create style subcategories to differentiate between high alcohol and low alcohol beers and very dark and lighter colored beer as well as for fruit beers and non-fruit beers. Competitions may develop guidelines requesting brewers to specify what kind of wood (new or used oak, other wood varieties) and/or barrel (whiskey, port, sherry, wine, etc.) was used in the process. The brewer may be asked to explain the special nature (wood used, base beer style(s) and achieved character) of the beer.",,,,,,,,,,3/21/12 20:06,4/7/15 15:46,,8,Limited,Limited availability.,Boston Beer Company,,,,,
6qMW0J,Samuel Adams Belgian Session,Samuel Adams Belgian Session,4.3,N,6/10/12 15:20,12/16/15 17:29,Belgian And French Origin Ales,3/21/12 20:06,Belgian-Style Pale Ale,Belgian Pale,"Belgian-style pale ales are characterized by low but noticeable hop bitterness, flavor, and aroma. Light to medium body and low malt aroma are typical. They are light amber to deep amber in color. Noble-type hops are commonly used. Low to medium fruity esters are evident in aroma and flavor. Low levels of phenolic spiciness from yeast byproducts may be perceived. Low caramel or toasted malt flavor is okay. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",20,30,4,6,6,12,1.044,1.008,1.014,3/21/12 20:06,4/7/15 15:32,,16,Seasonal,"Available at the same time of year, every year.",Boston Beer Company,,,,,
MT3TSy,Samuel Adams Black Harbor Stout,Samuel Adams Black Harbor Stout,11,N,5/23/16 19:59,5/23/16 20:01,North American Origin Ales,3/21/12 20:06,American-Style Imperial Stout,American Imperial Stout,"Black in color, American-style imperial stouts typically have a high alcohol content. Generally characterized as very robust. The extremely rich malty flavor and aroma are balanced with assertive hopping and fruity-ester characteristics. Bitterness should be moderately high to very high and balanced with full sweet malt character. Roasted malt astringency and bitterness can be moderately perceived but should not overwhelm the overall character. Hop aroma is usually moderately-high to overwhelmingly hop-floral, -citrus or -herbal. Diacetyl (butterscotch) levels should be absent.",50,80,7,12,40,40,1.08,1.02,1.03,3/21/12 20:06,4/7/15 15:28,,,,,Boston Beer Company,,,,,
WV1ql5,Samuel Adams Black Lager,Samuel Adams Black Lager,4.9,N,1/3/12 2:44,12/15/15 23:28,European-germanic Lager,3/21/12 20:06,German-Style Schwarzbier,Schwarzbier,"These very dark brown to black beers have a mild roasted malt character without the associated bitterness. This is not a fullbodied beer, but rather a moderate body gently enhances malt flavor and aroma with low to moderate levels of sweetness. Hop bitterness is low to medium in character. Noble-type hop flavor and aroma should be low but perceptible. There should be no fruity esters. Diacetyl should not be perceived.",22,30,3.8,5,25,30,1.044,1.01,1.016,3/21/12 20:06,4/7/15 15:37,,19,Year Round,Available year round as a staple beer.,Boston Beer Company,,,,,
rRSMZw,Samuel Adams Blackberry Witbier,Samuel Adams Blackberry Witbier,5.5,N,1/3/12 2:44,12/16/15 4:26,Belgian And French Origin Ales,3/21/12 20:06,Belgian-Style White (or Wit) / Belgian-Style Wheat,Witbier,Belgian white ales are very pale in color and are brewed using unmalted wheat and malted barley and are spiced with coriander and orange peel. Coriander and light orange peel aroma should be perceived as such or as an unidentified spiciness. Phenolic spiciness and yeast flavors may be evident at mild levels. These beers are traditionally bottle conditioned and served cloudy. An unfiltered starch and yeast haze should be part of the appearance. The low to medium body should have some degree of creaminess from wheat starch. The style is further characterized by the use of noble-type hops to achieve low hop bitterness and little to no apparent hop flavor. This beer has no diacetyl and a low to medium fruity-ester level. Mild acidity is appropriate.,10,17,4.8,5.2,2,4,1.044,1.006,1.01,3/21/12 20:06,4/7/15 15:32,,10,Year Round,Available year round as a staple beer.,Boston Beer Company,,,,,
JNGuHW,Samuel Adams Blueberry Hill Lager,Samuel Adams Blueberry Hill Lager,5.5,N,8/5/15 14:13,12/18/15 4:40,North American Lager,3/21/12 20:06,American-Style Lager,American Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,13,3.8,5,2,4,1.04,1.006,1.01,3/21/12 20:06,4/7/15 15:39,,18,Limited,Limited availability.,Boston Beer Company,,,,,
PPNJOW,Samuel Adams Bonfire Rauchbier,Samuel Adams Bonfire Rauchbier,5.7,N,1/3/12 2:42,12/16/15 9:27,German Origin Ales,3/21/12 20:06,Bamberg-Style Weiss (Smoke) Rauchbier (Dunkel or Helles),Rauchbier,"Bamberg-style Weiss Rauchbier should have smoky characters that range from detectable to prevalent in the aroma and flavor. Smoke character is not harshly phenolic, but rather very smooth, almost rendering a perception of mild sweetness to this style of beer. The aroma and flavor of a Weissbier with yeast is decidedly fruity and phenolic. The phenolic characteristics are often described as clove- or nutmeg-like and can be smoky or even vanilla-like. Banana-like esters are often present. These beers are made with at least 50 percent malted wheat, and hop rates are quite low. Hop flavor and aroma are absent. Weissbier is well attenuated and very highly carbonated and a medium- to full-bodied beer. The color is very pale to very dark amber. Darker (dunkel) styles should have a detectable degree of roast malt in the balance without being robust in overall character. Because yeast is present, the beer will have yeast flavor and a characteristically fuller mouthfeel and may be appropriately very cloudy. No diacetyl should be perceived.",10,15,4.9,5.5,4,18,1.047,1.008,1.016,3/21/12 20:06,4/7/15 15:30,,19,Seasonal,"Available at the same time of year, every year.",Boston Beer Company,,,,,
qAdtOK,Samuel Adams Boston 26.2 Brew,Samuel Adams Boston 26.2 Brew,4,N,10/12/17 15:31,5/29/19 19:29,British Origin Ales,3/21/12 20:06,Contemporary Gose,Contemporary Gose,"Contemporary Goses are straw to medium amber, or, may take on the hue of added fruits or other ingredients if present. Appearance is cloudy/hazy with yeast character, and may have evidence of continued fermentation activity. A wide variety of herbal, spice, floral or fruity aromas other than found in traditional Leipzig-Style Gose are present, in harmony with other aromas. Horsey, leathery or earthy aromas contributed by Brettanomyces yeasts may be evident but have a very low profile, as this beer is not excessively aged. Hop aroma is not perceived. Malt sweetness is not perceived to very low. They typically contain malted barley and unmalted wheat, with some traditional varieties containing oats. Hop flavor is not perceived. Hop bitterness is not perceived. A wide variety of herbal, spice, floral or fruity flavors other than found in traditional Leipzig-Style Gose, are present in harmony with the overall flavor profile. Salt (table salt) character is traditional in low amounts, but may vary from absent to present in Contemporary Gose. Horsey, leathery or earthy flavors contributed by Brettanomyces yeasts may be evident but have a very low profile, as this beer is not excessively aged. Contemporary Gose may be fermented with pure beer yeast strains, or with yeast mixed with bacteria. Contemporary Gose may be spontaneously fermented, similarly to Belgian-style gueuze/lambic beers, and should exhibit complexity of acidic, flavor and aroma contributed by introduction of wild yeast and bacteria into the fermentation. Low to medium lactic acid character is evident in all examples as sharp, refreshing sourness. A primary difference between Belgian Gueuze and Gose is that Gose is served at a much younger age. Gose is typically enjoyed fresh and carbonated. Overall complexity of flavors and aromas sought while maintaining a balance between acidity, yeast-enhanced spice and refreshment is ideal. Body is low to medium-low.",,,,,,,,,,4/7/15 17:10,,,,Limited,Limited availability.,Boston Beer Company,,,,,
q1uU6n,Samuel Adams Boston Ale,Samuel Adams Boston Ale,5.1,N,1/3/12 2:44,5/26/16 14:39,North American Origin Ales,3/21/12 20:06,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,3/21/12 20:06,4/7/15 15:25,,34,Year Round,Available year round as a staple beer.,Boston Beer Company,,,,,
z4k3eU,Samuel Adams Boston Lager,Samuel Adams Boston Lager,4.9,N,1/3/12 2:44,8/2/18 13:39,European-germanic Lager,3/21/12 20:06,Vienna-Style Lager,Vienna Lager,"Beers in this category are reddish brown or copper colored. They are medium in body. The beer is characterized by malty aroma and slight malt sweetness. The malt aroma and flavor should have a notable degree of toasted and/or slightly roasted malt character. Hop bitterness is clean and crisp. Noble-type hop aromas and flavors should be low or mild. Diacetyl, chill haze and ale-like fruity esters should not be perceived.",22,28,4.8,5.4,12,16,1.046,1.012,1.018,3/21/12 20:06,4/7/15 15:36,,30,Year Round,Available year round as a staple beer.,Boston Beer Company,,,,,
ZsDGTS,Samuel Adams Brick Red,Samuel Adams Brick Red,,N,5/5/13 0:31,10/13/14 19:52,North American Origin Ales,3/21/12 20:06,American-Style Amber/Red Ale,Amber,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",30,40,4.5,6,11,18,1.048,1.012,1.018,3/21/12 20:06,4/7/15 15:26,,,,,Boston Beer Company,,,,,
6bp6J2,Samuel Adams Brown Ale,Samuel Adams Brown Ale,5.35,N,1/3/12 2:44,2/12/16 16:13,North American Origin Ales,3/21/12 20:06,American-Style Brown Ale,American Brown,"American brown ales range from deep copper to brown in color. Roasted malt caramel-like and chocolate-like characters should be of medium intensity in both flavor and aroma. American brown ales have evident low to medium hop flavor and aroma, medium to high hop bitterness, and a medium body. Estery and fruity-ester characters should be subdued. Diacetyl should not be perceived. Chill haze is allowable at cold temperatures.",25,45,4,6.4,15,26,1.04,1.01,1.018,3/21/12 20:06,4/7/15 15:27,,,,,Boston Beer Company,,,,,
A9vtE3,Samuel Adams Chai Saison,Samuel Adams Chai Saison,6.4,N,5/20/16 13:44,5/20/16 13:44,Belgian And French Origin Ales,3/21/12 20:06,French & Belgian-Style Saison,Saison,"Beers in this category are golden to deep amber in color. There may be quite a variety of characters within this style. Generally: They are light to medium in body. Malt aroma is low to medium-low. Esters are medium to high in  aroma, while, complex alcohols, herbs, spices, low Brettanomyces character and even clove and smoke-like phenolics may or may not be evident in the overall balanced beer. Hop aroma and flavor may be at low to medium levels. Malt flavor is low but provides foundation for the overall balance. Hop bitterness is moderate to moderately assertive. Herb and/or spice flavors, including black pepper-like notes, may or may not be evident. Fruitiness from fermentation is generally in character. A balanced small amount of sour or acidic flavors is acceptable when in balance with other components. Earthy, cellar-like, musty aromas are okay. Diacetyl should not be perceived. Chill or slight yeast haze is okay. Often bottle conditioned with some yeast character and high carbonation. French & Belgian-Style Saison may have Brettanomyces characters that are slightly acidity, fruity, horsey, goaty and/or leather-like.",20,40,4.5,8.5,4,14,1.055,1.004,1.016,3/21/12 20:06,4/7/15 15:34,,,,,Boston Beer Company,,,,,
su4djA,Samuel Adams Cherry Chocolate Bock,Samuel Adams Cherry Chocolate Bock,5.8,N,6/17/14 19:15,12/17/15 15:30,European-germanic Lager,3/21/12 20:06,Traditional German-Style Bock,Bock,"Traditional bocks are made with all malt and are strong, malty, medium- to full-bodied, bottom-fermented beers with moderate hop bitterness that should increase proportionately with the starting gravity. Malt character should be a balance of sweetness and toasted/nut-like malt; not caramel. Hop flavor should be low and hop aroma should be very low. Bocks can range in color from deep copper to dark brown. Fruity esters should be minimal. Diacetyl should be absent.",20,30,6.3,7.5,20,30,1.066,1.018,1.024,3/21/12 20:06,4/7/15 15:38,,11,Limited,Limited availability.,Boston Beer Company,,,,,
GyTgea,Samuel Adams Cherry Wheat,Samuel Adams Cherry Wheat,5.3,N,1/3/12 2:44,2/19/20 0:49,Hybrid/mixed Beer,3/21/12 20:06,American-Style Wheat Beer,Wheat Ale,These beers can be fermented with either ale or lager yeast. The grist should include at least 30 percent malted wheat.,10,35,3.5,5.6,2,10,1.036,1.004,1.016,3/21/12 20:06,2/19/20 0:55,1.056,23,Year Round,Available year round as a staple beer.,Boston Beer Company,,,,,
Y8edrP,Samuel Adams Chocolate Bock,Samuel Adams Chocolate Bock,5.8,N,1/3/12 2:44,12/15/15 21:29,European-germanic Lager,3/21/12 20:06,Traditional German-Style Bock,Bock,"Traditional bocks are made with all malt and are strong, malty, medium- to full-bodied, bottom-fermented beers with moderate hop bitterness that should increase proportionately with the starting gravity. Malt character should be a balance of sweetness and toasted/nut-like malt; not caramel. Hop flavor should be low and hop aroma should be very low. Bocks can range in color from deep copper to dark brown. Fruity esters should be minimal. Diacetyl should be absent.",20,30,6.3,7.5,20,30,1.066,1.018,1.024,3/21/12 20:06,4/7/15 15:38,,11,Seasonal,"Available at the same time of year, every year.",Boston Beer Company,,,,,
VDnRsb,Samuel Adams Chocolate Squirrel,Samuel Adams Chocolate Squirrel,5.2,N,6/17/14 19:16,12/17/15 14:28,Hybrid/mixed Beer,3/21/12 20:06,American-Style Cream Ale or Lager,Cream Ale,"Mild, pale, light-bodied ale, made using a warm fermentation (top or bottom) and cold lagering. Hop bitterness and flavor range from very low to low. Hop aroma is often absent. Sometimes referred to as cream ales, these beers are crisp and refreshing. Pale malt character predominates. Caramelized malt character should be absent. A fruity or estery aroma may be perceived. Diacetyl and chill haze should not be perceived. Sulfur character and/or sweet corn-like dimethylsulfide (DMS) should be extremely low or absent from this style of beer.",10,22,4.2,5.6,2,5,1.044,1.004,1.01,3/21/12 20:06,4/7/15 15:42,,20,,,Boston Beer Company,,,,,
NnBsYK,Samuel Adams Coastal Wheat,Samuel Adams Coastal Wheat,5.4,N,1/3/12 2:44,12/15/15 22:43,German Origin Ales,3/21/12 20:06,South German-Style Hefeweizen / Hefeweissbier,Hefeweizen,"The aroma and flavor of a Weissbier with yeast is decidedly fruity and phenolic. The phenolic characteristics are often described as clove-, nutmeg-like, mildly smoke-like or even vanilla-like. Banana-like esters should be present at low to medium-high levels. These beers are made with at least 50 percent malted wheat, and hop rates are quite low. Hop flavor and aroma are absent or present at very low levels. Weissbier is well attenuated and very highly carbonated and a medium to full bodied beer. The color is very pale to pale amber. Because yeast is present, the beer will have yeast flavor and a characteristically fuller mouthfeel and may be appropriately very cloudy. No diacetyl should be perceived.",10,15,4.9,5.5,3,9,1.047,1.008,1.016,3/21/12 20:06,4/7/15 15:29,,8,Year Round,Available year round as a staple beer.,Boston Beer Company,,,,,
Yk0NTO,Samuel Adams Coffee Black Lager,Samuel Adams Coffee Black Lager,4.9,N,2/12/18 21:14,2/12/18 21:40,Hybrid/mixed Beer,3/21/12 20:06,Coffee-Flavored Beer,Coffee Beer,"Coffee beers use coffee in any of its forms other than or in addition to hops to create a distinct (ranging from subtle to intense) character. Under hopping allows coffee to contribute to the flavor profile while not becoming excessively bitter. If this beer is a classic style with coffee flavor, the brewer should specify the classic style.",15,40,2.5,12,8,50,1.03,1.006,1.03,3/21/12 20:06,4/7/15 15:44,,19,,,Boston Beer Company,,,,,
nzMetP,Samuel Adams Coffee Pale Ale,Samuel Adams Coffee Pale Ale,5.5,N,10/20/18 13:16,10/20/18 13:17,North American Origin Ales,3/21/12 20:06,American-Style Pale Ale,American Pale,"American pale ales range from deep golden to copper in color. The style is characterized by fruity, floral and citrus-like American-variety hop character producing medium to medium-high hop bitterness, flavor, and aroma. Note that the ""traditional"" style of this beer has its origins with certain floral, fruity, citrus-like, piney, resinous, or sulfur-like American hop varietals. One or more of these hop characters is the perceived end, but the perceived hop characters may be a result of the skillful use of hops of other national origins. American pale ales have medium body and low to medium maltiness. Low caramel character is allowable. Fruity-ester flavor and aroma should be moderate to strong. Diacetyl should be absent or present at very low levels. Chill haze is allowable at cold temperatures.",30,42,4.5,5.6,6,14,1.044,1.008,1.014,3/21/12 20:06,4/7/15 15:25,,20,,,Boston Beer Company,,,,,
9pFgAc,Samuel Adams Cranberry Lambic,Samuel Adams Cranberry Lambic,5.9,N,1/3/12 2:44,12/15/15 23:39,Belgian And French Origin Ales,3/21/12 20:06,Belgian-Style Fruit Lambic,Fruit Lambic,"These beers, also known by the names framboise, kriek, peche, cassis, etc., are characterized by fruit flavors and aromas. The color reflects the choice of fruit. Sourness is an important part of the flavor profile, though sweetness may compromise the intensity. These flavored lambic beers may be very dry or mildly sweet and range from a dry to a full-bodied mouthfeel. Characteristic horsey, goaty, leathery and phenolic character evolved from Brettanomyces yeast is often present at moderate levels. Vanillin and other woody flavors should not be evident. Versions of this beer made outside of the Brussels area of Belgium cannot be true lambics. These versions are said to be ""lambic-style"" and may be made to resemble many of the beers of true origin. Historically, traditional lambics are dry and completely attenuated, exhibiting no residual sweetness either from malt, sugar, fruit or artificial sweeteners. Some versions often have a degree of sweetness, contributed by fruit sugars, other sugars or artificial sweeteners. Competition organizers may choose to subcategorize this style into A) Traditional and B) Sweet.  Artificial sweeteners are sometimes used in some brands.",15,21,5.6,8.6,,,1.04,1.008,1.016,3/21/12 20:06,4/7/15 15:32,,10,Seasonal,"Available at the same time of year, every year.",Boston Beer Company,,,,,
ryNU0A,Samuel Adams Cream Stout,Samuel Adams Cream Stout,4.9,N,1/3/12 2:44,12/18/15 14:53,British Origin Ales,3/21/12 20:06,Sweet or Cream Stout,Sweet Stout,"Sweet stouts, also referred to as cream stouts, have less roasted bitter flavor and a full-bodied mouthfeel. The style can be given more body with milk sugar (lactose) before bottling. Malt sweetness, chocolate, and caramel flavor should dominate the flavor profile and contribute to the aroma. Hops should balance and suppress some of the sweetness without contributing apparent flavor or aroma. The overall impression should be sweet and full-bodied.",15,25,3,6,40,40,1.045,1.012,1.02,3/21/12 20:06,4/7/15 15:24,,28,Year Round,Available year round as a staple beer.,Boston Beer Company,,,,,
9jVWoi,Samuel Adams Dark Depths,Samuel Adams Dark Depths,7.6,N,9/8/12 18:16,2/11/16 18:06,North American Origin Ales,3/21/12 20:06,American-Style India Pale Ale,American IPA,"American-style India pale ales are perceived to have medium-high to intense hop bitterness, flavor and aroma with medium-high alcohol content. The style is further characterized by floral, fruity, citrus-like, piney, resinous, or sulfur-like American-variety hop character. Note that one or more of these American-variety hop characters is the perceived end, but the hop characters may be a result of the skillful use of hops of other national origins. The use of water with high mineral content results in a crisp, dry beer. This pale gold to deep copper-colored ale has a full, flowery hop aroma and may have a strong hop flavor (in addition to the perception of hop bitterness). India pale ales possess medium maltiness which contributes to a medium body. Fruity-ester flavors and aromas are moderate to very strong. Diacetyl can be absent or may be perceived at very low levels. Chill and/or hop haze is allowable at cold temperatures. (English and citrus-like American hops are considered enough of a distinction justifying separate American-style IPA and English-style IPA categories or subcategories. Hops of other origins may be used for bitterness or approximating traditional American or English character. See English-style India Pale Ale",50,70,6.3,7.5,6,14,1.06,1.012,1.018,3/21/12 20:06,4/7/15 15:26,,55,Year Round,Available year round as a staple beer.,Boston Beer Company,,,,,
bOSrnv,Samuel Adams Double Bock,Samuel Adams Double Bock,9.5,N,1/3/12 2:44,11/29/16 14:34,European-germanic Lager,3/21/12 20:06,Traditional German-Style Bock,Bock,"Traditional bocks are made with all malt and are strong, malty, medium- to full-bodied, bottom-fermented beers with moderate hop bitterness that should increase proportionately with the starting gravity. Malt character should be a balance of sweetness and toasted/nut-like malt; not caramel. Hop flavor should be low and hop aroma should be very low. Bocks can range in color from deep copper to dark brown. Fruity esters should be minimal. Diacetyl should be absent.",20,30,6.3,7.5,20,30,1.066,1.018,1.024,3/21/12 20:06,4/7/15 15:38,,25,Year Round,Available year round as a staple beer.,Boston Beer Company,,,,,
21EI3F,Samuel Adams Dunkelweizen,Samuel Adams Dunkelweizen,5.1,N,1/3/12 2:44,12/16/15 7:12,German Origin Ales,3/21/12 20:06,South German-Style Dunkel Weizen / Dunkel Weissbier,Dunkelweizen,"This beer style is characterized by a distinct sweet maltiness and a chocolate-like character from roasted malt. Estery and phenolic elements of this Weissbier should be evident but subdued. Color can range from copper-brown to dark brown. Dunkel Weissbier is well attenuated and very highly carbonated, and hop bitterness is low. Hop flavor and aroma are absent. Usually dark barley malts are used in conjunction with dark cara or color malts, and the percentage of wheat malt is at least 50 percent. If this is served with yeast, the beer may be appropriately very cloudy. No diacetyl should be perceived.",10,15,4.8,5.4,10,19,1.048,1.008,1.016,3/21/12 20:06,4/7/15 15:30,,13,Seasonal,"Available at the same time of year, every year.",Boston Beer Company,,,,,
UWdhqs,Samuel Adams East-West Kölsch,Samuel Adams East-West Kölsch,5,N,6/10/12 15:18,12/16/15 16:14,German Origin Ales,3/21/12 20:06,German-Style Kölsch / Köln-Style Kölsch,Kölsch,"Kölsch is warm fermented and aged at cold temperatures (German ale or alt-style beer). Kölsch is characterized by a golden to straw color and a slightly dry, subtly sweet softness on the palate, yet crisp. Good, dense head retention is desirable. Light pearapple-Riesling wine-like fruitiness may be apparent, but is not necessary for this style. Caramel character should not be evident. The body is light to medium-light. This beer has low hop flavor and aroma with medium bitterness. Wheat can be used in brewing this beer. Ale yeast is used for fermentation, though lager yeast is sometimes used in the bottle or final cold conditioning process. Fruity esters should be minimally perceived, if at all. Chill haze should be absent.",18,25,4.8,5.3,4,6,1.042,1.006,1.01,3/21/12 20:06,4/7/15 15:29,,15,Seasonal,"Available at the same time of year, every year.",Boston Beer Company,,,,,
YQudSg,Samuel Adams Golden Ale,Samuel Adams Golden Ale,5,N,5/23/18 14:22,5/23/18 20:26,North American Origin Ales,3/21/12 20:06,Golden or Blonde Ale,Blonde,"Golden or Blonde ales are straw to golden blonde in color. They have a crisp, dry palate, light to medium body, and light malt sweetness. Low to medium hop aroma may be present but does not dominate. Bitterness is low to medium. Fruity esters may be perceived but do not predominate. Diacetyl should not be perceived. Chill haze should be absent.",15,25,4,5,3,7,1.045,1.008,1.016,3/21/12 20:06,4/7/15 15:27,,12,,,Boston Beer Company,,,,,
09m7XP,Samuel Adams Golden Pilsner,Samuel Adams Golden Pilsner,,N,1/3/12 2:44,12/15/15 23:34,North American Lager,3/21/12 20:06,American-Style Pilsener,American Pilsener,"This classic and unique pre-Prohibition American-style Pilsener is straw to deep gold in color. Hop bitterness, flavor and aroma are medium to high, and use of noble-type hops for flavor and aroma is preferred. Up to 25 percent corn and/or rice in the grist should be used. Malt flavor and aroma are medium. This is a light-medium to medium-bodied beer. Sweet corn-like dimethylsulfide (DMS), fruity esters and American hop-derived citrus flavors or aromas should not be perceived. Diacetyl is not acceptable. There should be no chill haze. Competition organizers may wish to subcategorize this style into rice and corn subcategories.",25,40,5,6,3,6,1.045,1.012,1.018,3/21/12 20:06,4/7/15 15:40,,,,,Boston Beer Company,,,,,
7XWG22,Samuel Adams Golden Yuzu,Samuel Adams Golden Yuzu,4.3,N,6/17/14 19:18,12/17/15 13:44,Belgian And French Origin Ales,3/21/12 20:06,Belgian-Style Blonde Ale,Belgian Blonde,"Belgian-style blond ales are characterized by low yet evident hop bitterness, flavor, and sometimes aroma. Light to medium body and low malt aroma with a sweet, spiced and a low to medium fruity-ester character orchestrated in flavor and aroma. Sugar may be used to lighten perceived body. They are blonde to golden in color. Noble-type hops are commonly used. Low levels of phenolic spiciness from yeast byproducts may be perceived. Diacetyl should not be perceived. Acidic character should not be present. Chill haze is allowable at cold temperatures.",15,30,6,7.8,4,7,1.054,1.008,1.014,3/21/12 20:06,4/7/15 15:32,,16,,,Boston Beer Company,,,,,
qwNFQ6,Samuel Adams Got to Gose,Samuel Adams Got to Gose,4.8,N,5/17/16 15:11,5/17/16 15:14,German Origin Ales,3/21/12 20:06,Leipzig-Style Gose,Leipzig Gose,"Traditional examples of Gose are spontaneously fermented, similarly to Belgian-style gueuze/lambic beers, and should exhibit complexity of acidic, flavor and aroma contributed by introduction of wild yeast and bacteria into the fermentation. A primary difference between Belgian Gueuze and German Gose is that Gose is served at a much younger age. Gose is typically pale gold to pale amber in color and typically contains malted barley, unmalted wheat with some traditional varieties containing oats. Hop character and malt flavors and aromas are negligible. Lemony or other citrus-like qualities are often present in aroma and on the palate. Some versions may have the spicy character of added coriander in aroma and on the palate at low to medium levels. Salt (table salt) character is also traditional in low amounts. Horsey, leathery, earthy aroma and flavors contributed by Brettanomyces yeasts may be evident but have a very low profile, as this beer is not excessively aged. Modern German Gose breweries typically introduce only pure beer yeast strains for fermentation. Low to medium lactic acid character is evident in all examples as sharp, refreshing sourness. Gose is typically enjoyed fresh, carbonated, and cloudy/hazy with yeast character, and may have evidence of continued fermentation activity. Overall complexity of flavors and aromas are sought while maintaining an ideal balance between acidity, yeast-enhanced spice and refreshment is ideal.",10,15,4.4,5.4,3,9,1.036,1.008,1.012,3/21/12 20:06,4/7/15 17:09,,15,Limited,Limited availability.,Boston Beer Company,,,,,
eJyF0e,Samuel Adams Granary Saison,Samuel Adams Granary Saison,6,N,3/13/14 12:24,12/17/15 11:06,Belgian And French Origin Ales,3/21/12 20:06,French & Belgian-Style Saison,Saison,"Beers in this category are golden to deep amber in color. There may be quite a variety of characters within this style. Generally: They are light to medium in body. Malt aroma is low to medium-low. Esters are medium to high in  aroma, while, complex alcohols, herbs, spices, low Brettanomyces character and even clove and smoke-like phenolics may or may not be evident in the overall balanced beer. Hop aroma and flavor may be at low to medium levels. Malt flavor is low but provides foundation for the overall balance. Hop bitterness is moderate to moderately assertive. Herb and/or spice flavors, including black pepper-like notes, may or may not be evident. Fruitiness from fermentation is generally in character. A balanced small amount of sour or acidic flavors is acceptable when in balance with other components. Earthy, cellar-like, musty aromas are okay. Diacetyl should not be perceived. Chill or slight yeast haze is okay. Often bottle conditioned with some yeast character and high carbonation. French & Belgian-Style Saison may have Brettanomyces characters that are slightly acidity, fruity, horsey, goaty and/or leather-like.",20,40,4.5,8.5,4,14,1.055,1.004,1.016,3/21/12 20:06,4/7/15 15:34,,,,,Boston Beer Company,,,,,
