id,name,nameDisplay,abv,styleId,isRetired,status,statusDisplay,createDate,updateDate,style.id,style.categoryId,style.category.id,style.category.name,style.category.createDate,style.name,style.shortName,style.description,style.ibuMin,style.ibuMax,style.abvMin,style.abvMax,style.srmMin,style.srmMax,style.ogMin,style.fgMin,style.fgMax,style.createDate,style.updateDate,labels.icon,labels.medium,labels.large,labels.contentAwareIcon,labels.contentAwareMedium,labels.contentAwareLarge,availableId,available.id,available.name,available.description,ibu,style.category.description,style.category.updateDate,style.ogMax
yMTkJ3,Bud Light Seltzer- Strawberry,Bud Light Seltzer- Strawberry,5,125,N,verified,Verified,2020-01-17 16:14:51,2020-01-17 16:14:51,125,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Specialty Beer,Specialty,"These beers are brewed using unusual fermentable sugars, grains and starches that contribute to alcohol content other than, or in addition to, malted barley. Nuts generally have some degree of fermentables, thus beers brewed with nuts would appropriately be entered in this category. The distinctive characters of these special ingredients should be evident either in the aroma, flavor or overall balance of the beer, but not necessarily in overpowering quantities. For example, maple syrup or potatoes would be considered unusual. Rice, corn, or wheat are not considered unusual. Special ingredients must be listed when competing. A statement by the brewer explaining the special nature of the beer, ingredient(s) and achieved character is essential in order for fair assessment in competitions. If this beer is a classic style with some specialty ingredient(s), the brewer should also specify the classic style. Guidelines for competing: Spiced beers using unusual fermentables should be entered in the experimental category. Fruit beers using unusual fermentables should be entered in the fruit beer category.",,100,2.5,25,1,100,1.03,1.006,1.03,2012-03-21 20:06:46,2015-04-07 15:44:53,,,,,,,,,,,,,,
YCBXba,Bud Light Straw-Ber-Rita,Bud Light Straw-Ber-Rita,8,161,N,verified,Verified,2015-01-12 12:55:59,2018-06-04 19:20:02,161,14,14,Malternative Beverages,2014-07-10 14:11:26,Flavored Malt Beverage,Flavored Malt Beverage,"Flavored malt beverages are brewery products that are different from traditional malt beverages like malt liquor, ales, and lagers in several aspects. Flavored malt beverages exhibit little or no traditional beer or malt beverage flavor characteristics. Their flavor is primarily derived from added flavoring rather than from malt and other materials used in fermentation. However,  flavored malt beverages are marketed in traditional beer bottles and cans and distributed to the alcohol beverage market through beer and malt beverage wholesalers. Their alcohol content is similar to other malt beverages – in the range of 4-6% alcohol by volume.",,,4,6,,,,,,2014-07-10 14:15:20,2015-04-07 15:49:43,https://brewerydb-images.s3.amazonaws.com/beer/YCBXba/upload_pb1Mv3-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/YCBXba/upload_pb1Mv3-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/YCBXba/upload_pb1Mv3-large.png,https://brewerydb-images.s3.amazonaws.com/beer/YCBXba/upload_pb1Mv3-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/YCBXba/upload_pb1Mv3-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/YCBXba/upload_pb1Mv3-contentAwareLarge.png,,,,,,"Malternative Beverages, also known as ""ready-to-drink"" beverages, are sweet, sometime carbonated, beverages that are low in alcohol.",2014-07-10 14:20:24,
1P45iR,Budweiser,Budweiser,5,93,N,verified,Verified,2012-01-03 02:42:55,2019-07-16 18:52:47,93,8,8,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,13,3.8,5,2,4,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,https://brewerydb-images.s3.amazonaws.com/beer/1P45iR/upload_Y13vwL-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/1P45iR/upload_Y13vwL-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/1P45iR/upload_Y13vwL-large.png,https://brewerydb-images.s3.amazonaws.com/beer/1P45iR/upload_Y13vwL-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/1P45iR/upload_Y13vwL-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/1P45iR/upload_Y13vwL-contentAwareLarge.png,1.0,1.0,Year Round,Available year round as a staple beer.,,,,
ueYGTP,Budweiser 1933 Repeal Reserve,Budweiser 1933 Repeal Reserve,6.1,101,N,verified,Verified,2017-11-23 22:37:43,2017-11-24 16:52:47,101,8,8,North American Lager,2012-03-21 20:06:46,American-Style Amber Lager,American Amber Lager,"American-style amber lagers are light amber to amber or copper colored. They are medium bodied. There is a noticeable degree of caramel-type malt character in flavor and often in aroma. This is a broad category in which the hop bitterness, flavor, and aroma may be accentuated or may only be present at relatively low levels, yet noticeable. Fruity esters, diacetyl, and chill haze should be absent.",18,30,4.8,5.4,6,14,1.042,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:41:26,,,,,,,,,,,,,,
hlynwj,Budweiser American Ale,Budweiser American Ale,5.1,32,N,verified,Verified,2012-01-03 02:42:55,2016-01-11 21:49:36,32,3,3,North American Origin Ales,2012-03-21 20:06:45,American-Style Amber/Red Ale,Amber,"American amber/red ales range from light copper to light brown in color. They are characterized by American-variety hops used to produce the perception of medium hop bitterness, flavor, and medium aroma. Amber ales have medium-high to high maltiness with medium to low caramel character. They should have medium to medium-high body. The style may have low levels of fruityester flavor and aroma. Diacetyl can be either absent or barely perceived at very low levels. Chill haze is allowable at cold temperatures. Slight yeast haze is acceptable for bottle-conditioned products.",30,40,4.5,6,11,18,1.048,1.012,1.018,2012-03-21 20:06:45,2015-04-07 15:26:52,,,,,,,,,,,,,,
aP1xSc,Budweiser Black Lager,Budweiser Black Lager,7.1,93,N,verified,Verified,2019-11-25 19:46:09,2019-11-25 19:46:09,93,8,8,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,13,3.8,5,2,4,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,,,,,,,2.0,2.0,Limited,Limited availability.,,,,
eW9IJb,Budweiser Chelada,Budweiser Chelada,5,93,N,verified,Verified,2012-08-27 20:16:28,2015-12-16 18:55:47,93,8,8,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,13,3.8,5,2,4,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,https://brewerydb-images.s3.amazonaws.com/beer/eW9IJb/upload_BtQ85f-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/eW9IJb/upload_BtQ85f-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/eW9IJb/upload_BtQ85f-large.png,https://brewerydb-images.s3.amazonaws.com/beer/eW9IJb/upload_BtQ85f-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/eW9IJb/upload_BtQ85f-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/eW9IJb/upload_BtQ85f-contentAwareLarge.png,1.0,1.0,Year Round,Available year round as a staple beer.,,,,
mobjLC,Budweiser Copper Lager,Budweiser Copper Lager,6.2,101,N,verified,Verified,2018-09-19 14:22:53,2018-09-19 14:24:49,101,8,8,North American Lager,2012-03-21 20:06:46,American-Style Amber Lager,American Amber Lager,"American-style amber lagers are light amber to amber or copper colored. They are medium bodied. There is a noticeable degree of caramel-type malt character in flavor and often in aroma. This is a broad category in which the hop bitterness, flavor, and aroma may be accentuated or may only be present at relatively low levels, yet noticeable. Fruity esters, diacetyl, and chill haze should be absent.",18,30,4.8,5.4,6,14,1.042,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:41:26,https://brewerydb-images.s3.amazonaws.com/beer/mobjLC/upload_ZjqLiJ-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/mobjLC/upload_ZjqLiJ-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/mobjLC/upload_ZjqLiJ-large.png,https://brewerydb-images.s3.amazonaws.com/beer/mobjLC/upload_ZjqLiJ-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/mobjLC/upload_ZjqLiJ-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/mobjLC/upload_ZjqLiJ-contentAwareLarge.png,,,,,,,,
vMtpXb,Budweiser Discovery Reserve,Budweiser Discovery Reserve,5,93,N,verified,Verified,2019-04-11 12:47:18,2019-04-12 05:00:16,93,8,8,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,13,3.8,5,2,4,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,https://brewerydb-images.s3.amazonaws.com/beer/vMtpXb/upload_0xpHx8-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/vMtpXb/upload_0xpHx8-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/vMtpXb/upload_0xpHx8-large.png,https://brewerydb-images.s3.amazonaws.com/beer/vMtpXb/upload_0xpHx8-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/vMtpXb/upload_0xpHx8-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/vMtpXb/upload_0xpHx8-contentAwareLarge.png,,,,,,,,
bQk5Rn,Budweiser Freedom Reserve,Budweiser Freedom Reserve,5.4,101,N,verified,Verified,2018-06-13 14:24:41,2018-06-13 14:25:49,101,8,8,North American Lager,2012-03-21 20:06:46,American-Style Amber Lager,American Amber Lager,"American-style amber lagers are light amber to amber or copper colored. They are medium bodied. There is a noticeable degree of caramel-type malt character in flavor and often in aroma. This is a broad category in which the hop bitterness, flavor, and aroma may be accentuated or may only be present at relatively low levels, yet noticeable. Fruity esters, diacetyl, and chill haze should be absent.",18,30,4.8,5.4,6,14,1.042,1.01,1.018,2012-03-21 20:06:46,2015-04-07 15:41:26,https://brewerydb-images.s3.amazonaws.com/beer/bQk5Rn/upload_Mo8mh2-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/bQk5Rn/upload_Mo8mh2-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/bQk5Rn/upload_Mo8mh2-large.png,https://brewerydb-images.s3.amazonaws.com/beer/bQk5Rn/upload_Mo8mh2-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/bQk5Rn/upload_Mo8mh2-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/bQk5Rn/upload_Mo8mh2-contentAwareLarge.png,2.0,2.0,Limited,Limited availability.,,,,
FFwba6,Budweiser Nitro Reserve Gold,Budweiser Nitro Reserve Gold,5,93,N,verified,Verified,2020-04-10 13:25:22,2020-04-10 13:25:22,93,8,8,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,13,3.8,5,2,4,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,,,,,,,,,,,,,,
jjIwuS,Budweiser Prohibition Brew,Budweiser Prohibition Brew,0.5,139,N,verified,Verified,2018-02-19 19:21:18,2018-02-19 19:21:18,139,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Non-Alcoholic (Beer) Malt Beverages,Non-Alcoholic,Non-alcoholic (NA) malt beverages should emulate the character of a previously listed category/subcategory designation but without the alcohol (less than 0.5 percent). Non-alcoholic (beer) malt beverages will inherently have a profile lacking the complexity and balance of flavors which can be attributed to alcohol. They should accordingly not be assessed negatively for reasons related to the absence of alcohol.,,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:47:18,,,,,,,,,,,,,,
G2Vi1J,Budweiser Select,Budweiser Select,4.3,94,N,verified,Verified,2012-01-03 02:42:55,2015-12-15 23:23:40,94,8,8,North American Lager,2012-03-21 20:06:46,American-Style Light (Low Calorie) Lager,American Light Lager,"These beers are extremely light colored, light in body, and high in carbonation. Calorie level should not exceed 125 per 12 ounce serving. Corn, rice, or other grain or sugar adjuncts are often used. Flavor is mild and hop bitterness and aroma is negligible to very low. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,10,3.5,4.4,2,4,1.024,1.002,1.008,2012-03-21 20:06:46,2015-04-07 15:39:35,https://brewerydb-images.s3.amazonaws.com/beer/G2Vi1J/upload_2AxUEB-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/G2Vi1J/upload_2AxUEB-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/G2Vi1J/upload_2AxUEB-large.png,https://brewerydb-images.s3.amazonaws.com/beer/G2Vi1J/upload_2AxUEB-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/G2Vi1J/upload_2AxUEB-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/G2Vi1J/upload_2AxUEB-contentAwareLarge.png,,,,,,,,
QhHBBX,Busch,Busch,4.6,93,N,verified,Verified,2012-08-29 17:50:28,2017-01-03 13:38:16,93,8,8,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,13,3.8,5,2,4,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,https://brewerydb-images.s3.amazonaws.com/beer/QhHBBX/upload_4P1h7A-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/QhHBBX/upload_4P1h7A-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/QhHBBX/upload_4P1h7A-large.png,https://brewerydb-images.s3.amazonaws.com/beer/QhHBBX/upload_4P1h7A-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/QhHBBX/upload_4P1h7A-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/QhHBBX/upload_4P1h7A-contentAwareLarge.png,1.0,1.0,Year Round,Available year round as a staple beer.,,,,
fKinUP,Busch Ice,Busch Ice,5.9,93,N,verified,Verified,2012-08-29 17:58:10,2020-02-19 00:47:24,93,8,8,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,13,3.8,5,2,4,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,https://brewerydb-images.s3.amazonaws.com/beer/fKinUP/upload_18XPpH-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/fKinUP/upload_18XPpH-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/fKinUP/upload_18XPpH-large.png,https://brewerydb-images.s3.amazonaws.com/beer/fKinUP/upload_18XPpH-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/fKinUP/upload_18XPpH-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/fKinUP/upload_18XPpH-contentAwareLarge.png,1.0,1.0,Year Round,Available year round as a staple beer.,,,,
30zzKy,Busch Light,Busch Light,4.1,94,N,verified,Verified,2012-08-29 17:53:58,2017-01-03 13:38:18,94,8,8,North American Lager,2012-03-21 20:06:46,American-Style Light (Low Calorie) Lager,American Light Lager,"These beers are extremely light colored, light in body, and high in carbonation. Calorie level should not exceed 125 per 12 ounce serving. Corn, rice, or other grain or sugar adjuncts are often used. Flavor is mild and hop bitterness and aroma is negligible to very low. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,10,3.5,4.4,2,4,1.024,1.002,1.008,2012-03-21 20:06:46,2015-04-07 15:39:35,https://brewerydb-images.s3.amazonaws.com/beer/30zzKy/upload_GD2Jnj-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/30zzKy/upload_GD2Jnj-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/30zzKy/upload_GD2Jnj-large.png,https://brewerydb-images.s3.amazonaws.com/beer/30zzKy/upload_GD2Jnj-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/30zzKy/upload_GD2Jnj-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/30zzKy/upload_GD2Jnj-contentAwareLarge.png,1.0,1.0,Year Round,Available year round as a staple beer.,,,,
YhbRhq,Busch NA,Busch NA,0.4,139,N,verified,Verified,2018-11-29 18:58:07,2018-11-29 18:58:18,139,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,Non-Alcoholic (Beer) Malt Beverages,Non-Alcoholic,Non-alcoholic (NA) malt beverages should emulate the character of a previously listed category/subcategory designation but without the alcohol (less than 0.5 percent). Non-alcoholic (beer) malt beverages will inherently have a profile lacking the complexity and balance of flavors which can be attributed to alcohol. They should accordingly not be assessed negatively for reasons related to the absence of alcohol.,,,,,,,,,,2012-03-21 20:06:46,2015-04-07 15:47:18,https://brewerydb-images.s3.amazonaws.com/beer/YhbRhq/upload_14tqcR-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/YhbRhq/upload_14tqcR-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/YhbRhq/upload_14tqcR-large.png,https://brewerydb-images.s3.amazonaws.com/beer/YhbRhq/upload_14tqcR-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/YhbRhq/upload_14tqcR-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/YhbRhq/upload_14tqcR-contentAwareLarge.png,,,,,,,,
vNwXnT,Busch Signature Copper Lager,Busch Signature Copper Lager,5.7,93,N,verified,Verified,2013-11-26 13:07:23,2015-12-17 08:17:15,93,8,8,North American Lager,2012-03-21 20:06:46,American-Style Lager,American Lager,"Light in body and very light to straw in color, American lagers are very clean and crisp and aggressively carbonated. Flavor components should b e subtle and complex, with no one ingredient dominating the others. Malt sweetness is light to mild. Corn, rice, or other grain or sugar adjuncts are often used. Hop bitterness, flavor and aroma are negligible to very light. Light fruity esters are acceptable. Chill haze and diacetyl should be absent.",5,13,3.8,5,2,4,1.04,1.006,1.01,2012-03-21 20:06:46,2015-04-07 15:39:26,https://brewerydb-images.s3.amazonaws.com/beer/vNwXnT/upload_gMxCM7-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/vNwXnT/upload_gMxCM7-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/vNwXnT/upload_gMxCM7-large.png,https://brewerydb-images.s3.amazonaws.com/beer/vNwXnT/upload_gMxCM7-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/vNwXnT/upload_gMxCM7-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/vNwXnT/upload_gMxCM7-contentAwareLarge.png,1.0,1.0,Year Round,Available year round as a staple beer.,,,,
zd3xxc,Centennial Hop Mountain Marzen (Batch No. 80524),Centennial Hop Mountain Marzen (Batch No. 80524),5.9,102,N,verified,Verified,2014-02-15 12:57:18,2015-12-17 10:38:50,102,8,8,North American Lager,2012-03-21 20:06:46,American-Style Märzen / Oktoberfest,American Oktoberfest,The American style of these classic German beers is distinguished by a comparatively greater degree of hop character. In general the style is characterized by a medium body and broad range of color from golden to reddish brown. Sweet maltiness should dominate over clean hop bitterness. The bitterness should not be aggressive or harsh. Malt character should be light-toasted rather than strongly caramel (though a low level of light caramel character is acceptable). Bread or biscuit-like malt character is acceptable in aroma and flavor. Hop aroma and flavor should be notable but at low to medium levels. Fruity esters should not be perceived. Diacetyl and chill haze should not be perceived.,20,30,5.3,5.9,4,15,1.05,1.012,1.02,2012-03-21 20:06:46,2015-04-07 15:41:38,https://brewerydb-images.s3.amazonaws.com/beer/zd3xxc/upload_0rVCKR-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/zd3xxc/upload_0rVCKR-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/zd3xxc/upload_0rVCKR-large.png,https://brewerydb-images.s3.amazonaws.com/beer/zd3xxc/upload_0rVCKR-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/zd3xxc/upload_0rVCKR-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/zd3xxc/upload_0rVCKR-contentAwareLarge.png,2.0,2.0,Limited,Limited availability.,,,,
qqOqX9,Chernigivske White,Chernigivske White,5,116,N,verified,Verified,2017-03-09 21:23:24,2020-02-19 00:54:42,116,11,11,Hybrid/mixed Beer,2012-03-21 20:06:46,American-Style Wheat Beer,Wheat Ale,These beers can be fermented with either ale or lager yeast. The grist should include at least 30 percent malted wheat.,10,35,3.5,5.6,2,10,1.036,1.004,1.016,2012-03-21 20:06:46,2020-02-19 00:55:12,,,,,,,,,,,,,,1.056
bqKaTO,Cran-Ber-Rita,Cran-Ber-Rita,8,161,N,verified,Verified,2015-01-07 13:44:52,2015-12-17 19:28:16,161,14,14,Malternative Beverages,2014-07-10 14:11:26,Flavored Malt Beverage,Flavored Malt Beverage,"Flavored malt beverages are brewery products that are different from traditional malt beverages like malt liquor, ales, and lagers in several aspects. Flavored malt beverages exhibit little or no traditional beer or malt beverage flavor characteristics. Their flavor is primarily derived from added flavoring rather than from malt and other materials used in fermentation. However,  flavored malt beverages are marketed in traditional beer bottles and cans and distributed to the alcohol beverage market through beer and malt beverage wholesalers. Their alcohol content is similar to other malt beverages – in the range of 4-6% alcohol by volume.",,,4,6,,,,,,2014-07-10 14:15:20,2015-04-07 15:49:43,https://brewerydb-images.s3.amazonaws.com/beer/bqKaTO/upload_8HKarX-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/bqKaTO/upload_8HKarX-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/bqKaTO/upload_8HKarX-large.png,https://brewerydb-images.s3.amazonaws.com/beer/bqKaTO/upload_8HKarX-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/bqKaTO/upload_8HKarX-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/bqKaTO/upload_8HKarX-contentAwareLarge.png,,,,,,"Malternative Beverages, also known as ""ready-to-drink"" beverages, are sweet, sometime carbonated, beverages that are low in alcohol.",2014-07-10 14:20:24,
bwmm73,Daytona Dark Wheat Lager (Batch No. 32218),Daytona Dark Wheat Lager (Batch No. 32218),5,103,N,verified,Verified,2014-02-15 12:57:42,2015-12-17 09:25:14,103,8,8,North American Lager,2012-03-21 20:06:46,American-Style Dark Lager,American Dark Lager,"This beer's malt aroma and flavor are low but notable. Its color ranges from a very deep copper to a deep, dark brown. It has a clean, light body with discreet contributions from caramel and roasted malts. Non-malt adjuncts are often used, and hop rates are low. Hop bitterness is clean and has a short duration of impact. Hop flavor, and aroma are low. Carbonation is high. Fruity esters, diacetyl, and chill haze should not be perceived.",14,20,4,5.5,14,25,1.04,1.008,1.012,2012-03-21 20:06:46,2015-04-07 15:41:42,https://brewerydb-images.s3.amazonaws.com/beer/bwmm73/upload_IOvFAc-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/bwmm73/upload_IOvFAc-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/bwmm73/upload_IOvFAc-large.png,https://brewerydb-images.s3.amazonaws.com/beer/bwmm73/upload_IOvFAc-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/bwmm73/upload_IOvFAc-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/bwmm73/upload_IOvFAc-contentAwareLarge.png,2.0,2.0,Limited,Limited availability.,,,,
4iQV5k,Dry Hopped Coastal Pilsner (Batch No. 23185),Dry Hopped Coastal Pilsner (Batch No. 23185),6,98,N,verified,Verified,2014-02-18 12:20:47,2015-12-17 10:01:03,98,8,8,North American Lager,2012-03-21 20:06:46,American-Style Pilsener,American Pilsener,"This classic and unique pre-Prohibition American-style Pilsener is straw to deep gold in color. Hop bitterness, flavor and aroma are medium to high, and use of noble-type hops for flavor and aroma is preferred. Up to 25 percent corn and/or rice in the grist should be used. Malt flavor and aroma are medium. This is a light-medium to medium-bodied beer. Sweet corn-like dimethylsulfide (DMS), fruity esters and American hop-derived citrus flavors or aromas should not be perceived. Diacetyl is not acceptable. There should be no chill haze. Competition organizers may wish to subcategorize this style into rice and corn subcategories.",25,40,5,6,3,6,1.045,1.012,1.018,2012-03-21 20:06:46,2015-04-07 15:40:08,https://brewerydb-images.s3.amazonaws.com/beer/4iQV5k/upload_SUnS2L-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/4iQV5k/upload_SUnS2L-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/4iQV5k/upload_SUnS2L-large.png,https://brewerydb-images.s3.amazonaws.com/beer/4iQV5k/upload_SUnS2L-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/4iQV5k/upload_SUnS2L-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/4iQV5k/upload_SUnS2L-contentAwareLarge.png,,,,,,,,
17XX3q,GRAPE-A-RITA,GRAPE-A-RITA,,161,N,verified,Verified,2018-07-30 14:30:45,2018-07-30 14:31:14,161,14,14,Malternative Beverages,2014-07-10 14:11:26,Flavored Malt Beverage,Flavored Malt Beverage,"Flavored malt beverages are brewery products that are different from traditional malt beverages like malt liquor, ales, and lagers in several aspects. Flavored malt beverages exhibit little or no traditional beer or malt beverage flavor characteristics. Their flavor is primarily derived from added flavoring rather than from malt and other materials used in fermentation. However,  flavored malt beverages are marketed in traditional beer bottles and cans and distributed to the alcohol beverage market through beer and malt beverage wholesalers. Their alcohol content is similar to other malt beverages – in the range of 4-6% alcohol by volume.",,,4,6,,,,,,2014-07-10 14:15:20,2015-04-07 15:49:43,https://brewerydb-images.s3.amazonaws.com/beer/17XX3q/upload_VNUjr0-icon.png,https://brewerydb-images.s3.amazonaws.com/beer/17XX3q/upload_VNUjr0-medium.png,https://brewerydb-images.s3.amazonaws.com/beer/17XX3q/upload_VNUjr0-large.png,https://brewerydb-images.s3.amazonaws.com/beer/17XX3q/upload_VNUjr0-contentAwareIcon.png,https://brewerydb-images.s3.amazonaws.com/beer/17XX3q/upload_VNUjr0-contentAwareMedium.png,https://brewerydb-images.s3.amazonaws.com/beer/17XX3q/upload_VNUjr0-contentAwareLarge.png,,,,,,"Malternative Beverages, also known as ""ready-to-drink"" beverages, are sweet, sometime carbonated, beverages that are low in alcohol.",2014-07-10 14:20:24,
